,Unnamed: 0,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
402,3,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,location ,seam tape,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,,black,,,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,4,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,fully taped,seam tape,tsgs ,none,,,,none,none,,,,,,fully taped,,fully taped,fully taped,,,fully taped,,,,,,,,,,,,,,,fully taped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,7,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,secondary pocket bags,solid 210t ,solis / sonp006-1,100% nylon,,,,none,none,,,,,,secondary pocket bags,,black,black,,,black,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,8,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,lower leg & gaiter,solid coated 210t,solis / sonp006-pu03,100% nylon,,,,none,none,,,,,,lower leg & gaiter,,black,black,,,black,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,1,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,leg pocket,#3 coil,non ykk dadr4 l-type drop // 1-way locking,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,,,,,,,,,,
1936,2,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,hem,#5 coil,non ykk dadhr diecast wire // 1-way locking,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,,,,,,,,,,
1934,0,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,fly ,#5 coil ,ykk dalh // 1-way locking,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,,,,,,,,,,
1940,6,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,front pocket edges,10mm denim rivet ,14-l1sp-089,,,,,,,,3,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,matte black,matte black,,,,,,,,,,,,,,,,,
1939,5,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,front left hand pocket,10mm square rivet,l1-2016-trim-004,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,matte black,matte black,,,,,,,,,,,,,,,,,
1949,15,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,"shell seams 1/4"" allowance ",12 spi (special allowance to avoid seam slip on shell  fabric),# 604 tseu,,,,,,,,regular thread,we have had ripping problems in the past,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,matching,matching,,,,,,,,,,,,,,,,,
1938,4,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,cf fly,17mm donut post shank,supplier / l1-2016-trim-005,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,matte black,matte black,,,,,,,,,,,,,,,,,
1945,11,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,waist drawcord,"3/8"" flat waxed shoe lace with clear plastic tips",supplier / ref number,,,,,,,,1 + 2 clear plastic tips,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,black waxed / clear tips,black waxed / clear tips,,,,,,,,,,,,,,,,,
1950,16,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,denim weight topstitch,8-10 spi,#606 tseu,,,,,,,,heavy weight topstitch thread,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,matching,matching,,,,,,,,,,,,,,,,,
1958,24,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,lining left side seam,address label,sew as loop,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,address label,address label,,,,,,,,,,,,,,,,,
1960,26,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,lining left side seam,address label,sew as loop,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,address label,address label,,,,,,,,,,,,,,,,,
1961,27,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,front left belt loop to attach hang tags,clear zip tie,supplier // ,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,clear zip tie,clear zip tie,,,,,,,,,,,,,,,,,
1959,25,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,lining left side seam,content label,sew as loop,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,content label,content label,,,,,,,,,,,,,,,,,
1954,20,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,front left belt loop behind main hang tag,denim warning hang tag,supplier // ,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,denim warning hang tag,denim warning hang tag,,,,,,,,,,,,,,,,,
1937,3,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,l1 branded trims,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,black overdye denim,brown overdye denim,,,,,,,,,,,,,,,,,
1944,10,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,other trims,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,black overdye denim,brown overdye denim,,,,,,,,,,,,,,,,,
1947,13,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,webbing & elastic,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,black overdye denim,brown overdye denim,,,,,,,,,,,,,,,,,
1952,18,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,l1 marketing,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,black overdye denim,brown overdye denim,,,,,,,,,,,,,,,,,
1946,12,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,leg pocket,key clip,j&k // hk-001,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,
1941,7,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,back right waist band,"l1  patch 
with deboss 2",l1-2017-trim-104,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,
1943,9,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,front left hem,l1 embroidery large,factory sorced // l1-2016-trim-027,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,dtm shell,dtm shell,,,,,,,,,,,,,,,,,
1957,23,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,lining front right,l1 main label,skinny fit // 10k/10k // critically taped ,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,skinny fit // 10k/10k // critically taped ,skinny fit // 10k/10k // critically taped ,,,,,,,,,,,,,,,,,
1955,21,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,front left belt loop behind denim dye warning hang tag,l1 pant fit hang tag ,supplier // skinny fit,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,l1 pant fit hang tag  // skinny fit,l1 pant fit hang tag  // skinny fit,,,,,,,,,,,,,,,,,
1953,19,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,front left belt loop,l1 pant hang tag,supplier // ,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,l1 pant hang tag,l1 pant hang tag,,,,,,,,,,,,,,,,,
1956,22,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,center back waist band facing,l1 pant size label,l1 pant size label,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,l1 pant size label,l1 pant size label,,,,,,,,,,,,,,,,,
1942,8,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,back left pocket ,l1 small faux suede patch,l1-2017-trim-106,,,,,,,,1,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,
1951,17,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,bartacks,none,# 604 tseu,,,,,,,,regular thread,none,none,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,matching,matching,,,,,,,,,,,,,,,,,
1948,14,L1-209-17_SKINNY_DENIM_PANT_TRIMS.csv,thread,spi,supplier/ ref number,,,,,,,,amount,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,black overdye denim,brown overdye denim,,,,,,,,,,,,,,,,,
706,8,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,waistband & fly,120g brushed tricot,please sorce,100% poly,,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,
707,9,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,hand pocket lining,120g brushed tricot,please sorce,100% poly,,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,
699,1,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,all shell is same fabric,"brown overdye denim 10k/10k lamination + w/r + pigment, $10.65",solis - l2-1081,84.5% cotton/ 13.5 % poly/ 2% spandex,,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,no,brown  l2-1081 overdye denim,,,,,,,,,,,,,,,,,
705,7,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,lower leg,coated 210t,please sorce,100% nylon,,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,
700,2,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,insulation,item,supplier/ ref number,content,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,black overdye denim,brown overdye denim,,,,,,,,,,,,,,,,,
701,3,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,seam tape,item,supplier/ ref number,content,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,black overdye denim,brown overdye denim,,,,,,,,,,,,,,,,,
703,5,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,lining,item,supplier/ ref number,content,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,black overdye denim,brown overdye denim,,,,,,,,,,,,,,,,,
698,0,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,all shell is same fabric,overdye pigment $6.90 10k/10k,laka tex  ls1068-dl2a,"85% cotton, 13% poly, 2% spandex",,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,black overdye denim,no,,,,,,,,,,,,,,,,,
704,6,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,main body,small hole mesh ,please sorce,100% poly,,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,
702,4,L1-209-17_SKINNY_DENIM_PANT_SHELL.csv,critically taped,width...seam tape,sealon,none,,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
2531,0,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv, #5 coil zipper,,ykk / 1-way semi auto locking dalh,,,,,,,,1,none,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,fly ,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
2532,1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv, #3 coil zipper,,non ykk / 1-way non locking dadr4 l-type drop,,,,,,,,1,none,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,leg pocket vertical ,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
2533,2,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,hem gusset ,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
2534,3,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,,black,,location,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
2535,4,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,branded trims,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,,black,,location,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
2536,5,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,"l1-2018-trim-021
l1 donut post shank
black alloy
al023",,luks,,,,,,,,1,none,,,,,,al023 alloy (d) ,,,al023 alloy (d) ,,front waist band,,,,,al023 alloy (d) ,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
2537,6,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,"l1-2018-trim-019
l1 10mm denim rivet
black alloy
al023",,luks,,,,,,,,3,none,,,,,,al023 alloy (d) ,,,al023 alloy (d) ,,right hand pocket (2) right hand pocket top (1) ,,,,,al023 alloy (d) ,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
2538,7,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,"l1-2018-trim-020
l1 10mm square rivet
black alloy
al023",,luks,,,,,,,,1,none,,,,,,al023 alloy (d) ,,,al023 alloy (d) ,,left hand pocket bottom edge,,,,,al023 alloy (d) ,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
2539,8,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,"l1-2018-trim-023
l1 faux leather denim patch
debossed 1mm and painted gold
black",,please source,,,,,,,,1,none,,,,,,"l1-2018-trim-023
l1 faux leather denim patch
debossed 1mm and painted gold
black",,,"l1-2018-trim-023
l1 faux leather denim patch
debossed 1mm and painted gold
black",,back right waist band,,,,,"l1-2018-trim-023
l1 faux leather denim patch
debossed 1mm and painted gold
black",,,,,,,,"l1-2018-trim-023
l1 faux leather denim patch
debossed 1mm and painted gold
black",,,,,,,,,,,,,,,,,"l1-2018-trim-023
l1 faux leather denim patch
debossed 1mm and painted gold
black",,,,,,,,,,,,,
2540,9,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,"l1-2018-trim-027
l1 faux leather patch
black 
",,please source,,,,,,,,1,none,,,,,,"l1-2018-trim-027
l1 faux leather patch
black 
",,,"l1-2018-trim-027
l1 faux leather patch
black 
",,back left pocket bag,,,,,"l1-2018-trim-027
l1 faux leather patch
black 
",,,,,,,,"l1-2018-trim-027
l1 faux leather patch
black 
",,,,,,,,,,,,,,,,,"l1-2018-trim-027
l1 faux leather patch
black 
",,,,,,,,,,,,,
2541,10,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",,please source,,,,,,,,1,none,,,,,,match to shell,,,match to shell,,hem front left leg,,,,,match to shell,,,,,,,,match to shell,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
2542,11,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,trims,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,,black,,location,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
2543,12,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,keyclip,,as last year production,,,,,,,,1,none,,,,,,black,,,black,,right leg pocket,,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
2544,13,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,notions,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,,black,,location,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
2545,14,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,"grossgrain 1/4""",,factory,,,,,,,,1,none,,,,,,black,,,black,,attach key clip in right leg pocket,,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
2546,15,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,"3/8"" waxed shoe lace with clear plastic tips",,as last year production,,,,,,,,1,none,,,,,,black with wax + clear plastic tips,,,black with wax + clear plastic tips,,waist band,,,,,black with wax + clear plastic tips,,,,,,,,black with wax + clear plastic tips,,,,,,,,,,,,,,,,,black with wax + clear plastic tips,,,,,,,,,,,,,
2547,16,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,velcro,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,,black,,location,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
2548,17,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,thread,,spi,,,,,,,,amount,0,,,,,,ink,,,black,,supplier/ ref number,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
2549,18,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,"shell seams 1/4"" allowance ",,12 spi (special allowance to avoid seam slip on shell  fabric),,,,,,,,regular thread,none,,,,,,matching,,,matching,,Feb-30,,,,,matching,,,,,,,,matching,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
2550,19,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,seams,,10-12 spi,,,,,,,,regular thread,none,,,,,,matching,,,matching,,Feb-30,,,,,matching,,,,,,,,matching,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
2551,20,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,denim weight topstitch,,8-10 spi,,,,,,,,heavy weight topstitch thread,none,,,,,,matching,,,matching,,none,,,,,matching,,,,,,,,matching,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
2552,21,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,bartacks,,none,,,,,,,,regular thread,none,,,,,,matching,,,matching,,100/2,,,,,matching,,,,,,,,matching,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
2553,22,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,,black,,location,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
2554,23,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,10k/10k critically taped,,soluna/ main label,,,,,,,,1,none,,,,,,none,,,10k/10k critically taped,,inner front right,,,,,none,,,,,,,,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
2555,24,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,size label (sample size l),,soluna/ size label,,,,,,,,1,none,,,,,,none,,,"xs, s, m, l, xl",,center back ,,,,,none,,,,,,,,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
2556,25,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,,black,,location,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
2557,26,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,mens jacket hang tag,,soluna/ mens jacket hang tag,,,,,,,,1,none,,,,,,none,,,mens jacket hang tag,,left side hand pocket zipper,,,,,none,,,,,,,,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
2558,27,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,pant skinny fit hang tag,,soluna/ pant fit hang tag,,,,,,,,1,none,,,,,,none,,,pant skinny fit hang tag,,front left belt loop,,,,,none,,,,,,,,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
2559,28,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,,black,,location,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
2560,29,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,address label,,factory sourced,,,,,,,,1,none,,,,,,none,,,address label,,lining left side seam,,,,,none,,,,,,,,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
2561,30,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,content label,,factory sourced,,,,,,,,1,none,,,,,,none,,,content label,,lining left side seam,,,,,none,,,,,,,,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
2562,31,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS.csv,washing label,,factory sourced,,,,,,,,1,none,,,,,,none,,,washing label,,lining left side seam,,,,,none,,,,,,,,none,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
1397,9,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,"waistband, fly, hand pocket bags",brushed tricot,supplier / ref code,100% polyester,,,,none,,,,,,,"waistband, fly, hand pocket bags",,,black,,,black,,,,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
1388,0,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,a,calvary stretch twill,raco / calvary stretch twill 950703-b / 10k/10k / c6 + dwr,100% polyester,,,,none,,,,,,,a,,,ink,,,black,,,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
1390,2,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,location ,insulation,supplier/ reference number,content,,,,0,,,,,,,location ,,,ink,,,black,,,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
1389,1,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,back right belt loop,leather,suppler? can you source same quality as other faux  leather trims,none,,,,none,,,,,,,back right belt loop,,,black  faux leather,,,black  faux leather,,,,,,,black  faux leather,,,,,,,,black  faux leather,,,,,,,,,,,,,,,,,black  faux leather,,,,,,,,,,,,,
1393,5,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,location ,lining,supplier/ reference number,content,,,,0,,,,,,,location ,,,ink,,,black,,,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
1398,10,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,location ,lower leg lining print (see pdf),supplier/ reference number,content,,,,0,,,,,,,location ,,,ink,,,black,,,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
1399,11,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,lower leg front and back,on coated 210t,please source ,none,,,,none,,,,,,,lower leg front and back,,,pantone 18-0950 tcx harvest screen print,,,pantone 18-0950 tcx harvest screen print,,,,,,,pantone 18-0950 tcx harvest screen print,,,,,,,,pantone 18-0403 tcx gunmetal,,,,,,,,,,,,,,,,,pantone 18-0950 tcx harvest screen print,,,,,,,,,,,,,
1394,6,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,main body,regular mesh,1606b02 (als-16038),100% polyester,,,,none,,,,,,,main body,,,black,,,black,,,,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
1391,3,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,location ,seam tape,supplier/ reference number,content,,,,0,,,,,,,location ,,,ink,,,black,,,,,,,soil,,,,,,,,rust,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
1392,4,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,critically taped,seam tape,tsgs,none,,,,none,,,,,,,critically taped,,,critically taped,,,critically taped,,,,,,,critically taped,,,,,,,,critically taped,,,,,,,,,,,,,,,,,critically taped,,,,,,,,,,,,,
1395,7,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,secondary pocket bags,solid 210t ,solis / sonp006-1,100% nylon,,,,none,,,,,,,secondary pocket bags,,,black,,,black,,,,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
1396,8,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv,lower leg ,solid coated 210t,solis / sonp006-pu03,100% nylon,,,,none,,,,,,,lower leg ,,,black,,,black,,,,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
1700,1,L1-208-17_SKINNY_TWILL_PANT_TRIMS.csv,leg pocket,#3 coil,non ykk dadr4 l-type drop // 1-way locking,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,2,L1-208-17_SKINNY_TWILL_PANT_TRIMS.csv,hem,#5 coil,non ykk dadhr diecast wire // 1-way locking,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,0,L1-208-17_SKINNY_TWILL_PANT_TRIMS.csv,fly ,#5 coil ,ykk dalh // 1-way locking,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
