,item,supplier,ref,description,spec,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,fabric,trims,outer,inner
1077,,,,#a108-1 key clip,none,,,inside right hand pocket,,,,black ,black ,black ,black ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1078,,,,"1/4"" elastic",none,,,"loop in wr right hand pocket, tether for key clip ",,,,black ,black ,black ,black ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1079,,,,"embroidery ""r"" logo",none,,,wr left back lower leg,,,,cool gray 10 c ,"antique white
11-0105 tpx ","antique white
11-0105 tpx ","antique white
11-0105 tpx ",none ,,,,ride,18m20-06 alki pant,0,1,1,0
1080,,,,"#rl-lthr-001
""ride"" deboss leather patch",none,,,above wr right thigh pocket,,,,black ,tan ,tan ,tan ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1081,,,,"#rt-003
silicone zipper puller",none,,,"hand pocket(2), vent(2),  back pocket(2), thigh pocekt(2)",,,,black ,black ,black ,black ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1082,,,,"#0110085
ean style tach button (full set) ",none,,,waistband,,,,black oxides ,black oxides ,black oxides ,black oxides ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1083,,,, no. 0178006                                                                             13mm (21l) extra strength plastic snaps (full set),none,,,inner leg gatier adjustment,,,,black ,black ,black ,black ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1084,,,, no. 0178006                                                                             13mm (21l) extra strength plastic snaps (male parts),none,,,inner leg gatier adjustment,,,,black ,black ,black ,black ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1085,,,,"1""  herringbone webbing",none,,,"1/2"" long for boa tab, 1/2"" long for wb tab",,,,black ,black ,black ,black ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1086,,,,stock gripper,none,,,powder skirt,,,,black ,black ,black ,black ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1087,,,,boa screen logo,none,,,gaiters,,,,white ,white ,white ,white ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1088,,,,welding film,none,,,"belt loop, as needed",,,,clear ,clear ,clear ,clear ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1089,,,,"#ot-100
overlap tape",none,,,around front pocket zipper,,,,pitch ,pitch ,pitch ,pitch ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1090,,,,boot hook #a7,none,,,inner front bottom of boot gatier,,,,black oxides ,black oxides ,black oxides ,black oxides ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1091,,,,"2"" elastic",none,,,"pant adjustment (4"" l piece) ",,,,black ,black ,black ,black ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1092,,,,"velcro 4 1/2"" l x 1"" w loop",none,,,inner waist adjustment (2),,,,ykk burgundy #tv307 ,ykk burgundy #tv307 ,ykk burgundy #tv307 ,ykk burgundy #tv307 ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1093,,,,"velcro 2"" l x 1"" w hook",none,,,inner waist adjustment (2),,,,ykk burgundy #tv307 ,ykk burgundy #tv307 ,ykk burgundy #tv307 ,ykk burgundy #tv307 ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1094,,,,"velcro 5"" x 3/8"" w hook+loop",none,,,"boa windopw - 5"" around 3 sides of opening",,,,ykk burgundy #tv307 ,ykk burgundy #tv307 ,ykk burgundy #tv307 ,ykk burgundy #tv307 ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1095,,,,"velcro 2"" l x 1/2"" w hook+loop",none,,,"thigh pocket flap(2), back pocket flap(2)",,,,ykk black #580 ,ykk kahki #tb170 ,ykk olive #566 ,ykk taupe #034 ,none ,,,,ride,18m20-06 alki pant,0,1,1,0
1096,,,,rpw11001-r1c2 2.5l twill,none,,,main body,,,,white ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1097,,,,"sff003peach-2.5l
melange twill",none,,,"wr left chest and yoke, hand pocket flap",,,,black ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1098,,,,sff003peach-2.5l,none,,,under cuffs and inner center front storm flap,,,,white ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1099,,,,rpw11001-r1c2 2.5l twill,none,,,main body,,,,black ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1100,,,,"sff003peach-2.5l
melange twill",none,,,"wr left chest and yoke, hand pocket flap",,,,black ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1101,,,,sff003peach-2.5l,none,,,under cuffs and inner center front storm flap,,,,black ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1102,,,,rpw11001-r1c2 2.5l twill,none,,,main body,,,,charcoal melange ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1103,,,,"sff003peach-2.5l
melange twill",none,,,"wr left chest and yoke, hand pocket flap",,,,black ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1104,,,,sff003peach-2.5l,none,,,under cuffs and inner center front storm flap,,,,charcoal melange ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1105,,,,rpw11001-r1c2 2.5l twill,none,,,main body,,,,taupe melange ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1106,,,,"sff003peach-2.5l
melange twill",none,,,"wr left chest and yoke, hand pocket flap",,,,black ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1107,,,,sff003peach-2.5l,none,,,under cuffs and inner center front storm flap,,,,taupe melange ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1108,,,,rpw11001-r1c2 2.5l twill,none,,,main body,,,,burgundy ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1109,,,,"sff003peach-2.5l
melange twill",none,,,"wr left chest and yoke, hand pocket flap",,,,black ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1110,,,,sff003peach-2.5l,none,,,under cuffs and inner center front storm flap,,,,burgundy ,none ,none ,none ,none ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1111,,,,210t nylon coated plain taffeta,none,,,"powder skirt, hand gaitor",,,,burgundy ,burgundy ,burgundy ,burgundy ,burgundy ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1112,,,,210t nylon un-coated plain taffeta,none,,,"pocket bags, sleeve, inner body between #dh3502, hood lining",,,,burgundy ,burgundy ,burgundy ,burgundy ,burgundy ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1113,,,,#dh3502,none,,,quilted panel,,,,light grey melange ,light grey melange ,light grey melange ,light grey melange ,light grey melange ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1114,,,,#c062 tricot,none,,,"inner collar, chin guard, hand pocket bags",,,,burgundy ,burgundy ,burgundy ,burgundy ,burgundy ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1115,,,,#a-012 mesh,none,,,"pit vents, mesh pocket",,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1116,,,,#jik-1186  lycra,none,,,"inner hand gaiters,  zip-to-pant section",,,,burgundy ,burgundy ,burgundy ,burgundy ,burgundy ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1117,,,,utf 60g,none,,,main body,,,,white ,white ,white ,white ,white ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1118,,,,utf 100g,none,,,inner lining quilted panel,,,,white ,white ,white ,white ,white ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1119,,,,#st104 bemis 20mm seam tape,none,,,fully seam sealed,,,,clear ,clear ,clear ,clear ,clear ,,,,ride,18m20-07 pinehurst jacket,1,0,1,0
1120,,,,"ykk #5 metalux zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider","32""
(for size large)",,,cf zipper,,,,black #580 tape,black #580 tape,black #580 tape,black #580 tape,black #580 tape,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1121,,,,"ykk #5 metalux zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider","32""
(for size large)",,,cf zipper,,,,vymj matt black teeth,vymj matt black teeth,vymj matt black teeth,vymj matt black teeth,vymj matt black teeth,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1122,,,,"ykk #5 metalux zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider","32""
(for size large)",,,cf zipper,,,,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1123,,,,ykk #5 metalux zipper. slider #da8lh1 swivel,"6 1/2""",,,chest pocket,,,,black #580 tape,black #580 tape,black #580 tape,black #580 tape,black #580 tape,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1124,,,,ykk #5 metalux zipper. slider #da8lh1 swivel,"6 1/2""",,,chest pocket,,,,vymj matt black teeth,vymj matt black teeth,vymj matt black teeth,vymj matt black teeth,vymj matt black teeth,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1125,,,,ykk #5 metalux zipper. slider #da8lh1 swivel,"6 1/2""",,,chest pocket,,,,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1126,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,"7 1/2""",,,hand pocket (side entry),,,,white #501 tape,black #580 tape,black #580 tape,taupe #td540 tape,burgundy #864 tape,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1127,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,"7 1/2""",,,hand pocket (side entry),,,,white #501 teeth,black #580 teeth,black #580 teeth,taupe #td540 teeth,burgundy #864 teeth,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1128,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,"7 1/2""",,,hand pocket (side entry),,,,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1129,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,"14""",,,vents,,,,white #501 tape,black #580 tape,black #580 tape,taupe #td540 tape,burgundy #864 tape,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1130,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,"14""",,,vents,,,,white #501 teeth,black #580 teeth,black #580 teeth,taupe #td540 teeth,burgundy #864 teeth,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1131,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,"14""",,,vents,,,,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1132,,,,ykk #3 regular facing coil zipper.  slider #dalh,"5""",,,sleeve pass pocket,,,,white #501 tape,black #580 tape,black #580 tape,taupe #td540 tape,burgundy #864 tape,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1133,,,,ykk #3 regular facing coil zipper.  slider #dalh,"5""",,,sleeve pass pocket,,,,white #501 teeth,black #580 teeth,black #580 teeth,taupe #td540 teeth,burgundy #864 teeth,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1134,,,,ykk #3 regular facing coil zipper.  slider #dalh,"5""",,,sleeve pass pocket,,,,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1135,,,,ykk #3 regular facing coil zipper.  slider #dalh,"7""",,,media pocket,,,,black #580 tape,black #580 tape,black #580 tape,black #580 tape,black #580 tape,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1136,,,,ykk #3 regular facing coil zipper.  slider #dalh,"7""",,,media pocket,,,,black #580 teeth,black #580 teeth,black #580 teeth,black #580 teeth,black #580 teeth,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1137,,,,ykk #3 regular facing coil zipper.  slider #dalh,"7""",,,media pocket,,,,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,x6 black oxides slider,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1138,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) ,"27""",,,"zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",,,, black #580 tape, black #580 tape, black #580 tape, black #580 tape, black #580 tape,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1139,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) ,"27""",,,"zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",,,, black #580 teeth, black #580 teeth, black #580 teeth, black #580 teeth, black #580 teeth,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1140,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) ,"27""",,,"zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",,,, x6 black oxides slider, x6 black oxides slider, x6 black oxides slider, x6 black oxides slider, x6 black oxides slider,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1141,,,,"#1819-rl-001-20
""ride 20k"" woven label ",none,,,inside neck labeling,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1142,,,,"#1819-rl-007
size label ",none,,,adult woven size label. see labeling spec,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1143,,,,"#1819-rl-021
inner main woven label ",none,,,inside labeling. see labeling spec,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1144,,,,"#rt-005
inner woven loop ",none,,,cb hanger loop sewn into neck seam,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1145,,,,"#rt-006-new
strip edge taping",none,,,above powder skirt,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1146,,,,"#coc-cc37.5-logo-wvn-gr-h
37.5 woven label-",none,,,"right side seam, under lift ticket grommet",,,,gray ,gray ,gray ,gray ,gray ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1147,,,,"#rm-08
grommet for lift ticket",none,,,"right side seam, above 37.5 woven label",,,,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1148,,,,#a108-1 key clip,none,,,inside right hand pocket,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1149,,,,"#rl-lthr-001
""ride"" deboss leather patch",none,,,wr right hand pocket flap,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1150,,,,"#rl-pin
leather patch w/ metal logo",none,,,wr left sleeve,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1151,,,,"#rt-lthr-zp
leather zipper puller",none,,,cf zipper puller,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1152,,,,8mm logo rivet,none,,,cf zipper puller,,,,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1153,,,,"""zipnrip"" screen print",none,,,on power skirt,,,,white ,white ,white ,white ,white ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1154,,,,"#rt-003
silicone zipper puller",none,,,"chest pocket(1), hand pocket(4), vent(2),  pass pocket(1), media pocket(1), zip to pant(1)",,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1155,,,,"#s080
cordlock",none,,,back hood adjustment,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1156,,,,"#zm057
cordura grip tab",none,,,back hood adjustment,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1157,,,,"#s301
cordlock ",none,,,"front hood(2), bottom hem(2)",,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1158,,,,"#0350219
small cord tip",none,,,"hood(2), cord end cap inside hand pocket(2)",,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1159,,,,"#p221
platic bead",none,,,front hood,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1160,,,,"1/4""  herringbone webbing",none,,,front/back hood & hem- leash for cordlock,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1161,,,,3mm elastic bungee cord ,none,,,hood & hem,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1162,,,,"#1414
14mm plastic stock snap (set)",none,,,powder skirt,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1163,,,,"#1414
14mm plastic stock snap (male part)",none,,,powder skirt 2nd row for adjustment ,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1164,,,,"#0509
ykk metal snap(s-spring)",none,,,"storm flap(4 set), hand pocket flap(4 set)",,,,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1165,,,,"#0509
ykk metal snap(cap only)",none,,,cuff adjustment,,,,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1166,,,,stock gripper,none,,,powder skirt,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1167,,,,12mm non-logo grommet,none,,,back hood drawcord exit ,,,,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1168,,,,10mm non-logo grommet,none,,,"front hood drawcord exit(4), bottom hem drawcord exit(6)",,,,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1169,,,,20mm elastine binding,none,,,"media pocket cord outlet, inner mesh pocket",,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1170,,,,10mm tape,none,,,zip to pant zipper tape back side clean finish binding,,,,black ,black ,black ,black ,black ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1171,,,,"velcro 3"" l x 1/2"" w hook & loop",none,,,storm flap(4),,,,ykk black #580 ,ykk black #580 ,ykk black #580 ,ykk taupe #034 ,ykk burgundy #tv307 ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1172,,,,velcro 4 l x 3/4 w loop,none,,,cuff adjustment,,,,ykk black #580 ,ykk black #580 ,ykk black #580 ,ykk taupe #034 ,ykk burgundy #tv307 ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1173,,,,"velcro 2"" l x 3/4"" w hook",none,,,cuff adjustment,,,,ykk black #580 ,ykk black #580 ,ykk black #580 ,ykk taupe #034 ,ykk burgundy #tv307 ,,,,ride,18m20-07 pinehurst jacket,0,1,1,0
1174,,,,rpw11001-r1c2 2.5l twill,none,,,main fabric twill,,,,black ,none ,none ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1175,,,,rpw11001-r1c2 2.5l twill,none,,,"main fabric
melange twill",,,,olive melange ,none ,none ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1176,,,,khaki,none,,,main fabric rpw11001-r1c2 2.5l twill,,,,khaki ,none ,none ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1177,,,,210t nylon coated plain taffeta,none,,,"powder skirt, hand gaitor",,,,burgundy ,burgundy ,burgundy ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1178,,,,210t nylon un-coated plain taffeta,none,,,"pocket bags, sleeve, inner body between dh3502, media pocket",,,,burgundy ,burgundy ,burgundy ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1179,,,,#dh3502,none,,,inner main body lining,,,,light grey melange ,light grey melange ,light grey melange ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1180,,,,#c-062 tricot,none,,,"chin guard, hand pocket bags, main inner lining, chest warmer pocket",,,,burgundy ,burgundy ,burgundy ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1181,,,,#c-062 tricot,none,,,inside collar,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1182,,,,#a-012 mesh,none,,,"pit vents, mesh pocket",,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1183,,,,#b181 closed hole mesh,none,,,around inner pit vents mesh,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1184,,,,#jik-1186  lycra,none,,,"inner hand gaiters,  zip-to-pant section",,,,burgundy ,burgundy ,burgundy ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1185,,,,"(15)g1d0185kzx6030)
sherpa",none,,,inside collar,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1186,,,,#st104 bemis 20mm seam tape,none,,,fully seam sealed,,,,clear ,clear ,clear ,none ,none ,,,,ride,18m20-08 beacon jacket,1,0,1,0
1187,,,,"ykk #5 vislon zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider","32""
(for size large)",,,cf zipper,,,, black #580 tape,olive #566 tape,khaki #tc047 tape,none tape,none tape,,,,ride,18m20-08 beacon jacket,0,1,1,0
1188,,,,"ykk #5 vislon zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider",none,,,none,,,, black #580 teeth,olive #566 teeth,khaki #tc047 teeth,none teeth,none teeth,,,,ride,18m20-08 beacon jacket,0,1,1,0
1189,,,,"ykk #5 vislon zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider",none,,,none,,,, x6 black oxides slider,i antique brass slider,i antique brass slider,none slider,none slider,,,,ride,18m20-08 beacon jacket,0,1,1,0
1190,,,,ykk #5 metalux facing coil zipper. slider #da8lh1 swivel,"7 3/4""",,,chest pocket,,,,black #580 tape,olive #566 tape,khaki #tc047 tape,none tape,none tape,,,,ride,18m20-08 beacon jacket,0,1,1,0
1191,,,,ykk #5 metalux facing coil zipper. slider #da8lh1 swivel,none,,,none,,,,vymj matt black teeth, vymb antique gold teeth, vymb antique gold teeth,none teeth,none teeth,,,,ride,18m20-08 beacon jacket,0,1,1,0
1192,,,,ykk #5 metalux facing coil zipper. slider #da8lh1 swivel,none,,,none,,,,x6 black oxides slider,i antique brass slider,i antique brass slider,none slider,none slider,,,,ride,18m20-08 beacon jacket,0,1,1,0
1193,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,"8""",,,hand pocket,,,, black #580 tape,olive #566 tape,khaki #tc047 tape,none tape,none tape,,,,ride,18m20-08 beacon jacket,0,1,1,0
1194,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,none,,,none,,,, black #580 teeth,olive #566 teeth,khaki #tc047 teeth,none teeth,none teeth,,,,ride,18m20-08 beacon jacket,0,1,1,0
1195,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,none,,,none,,,, x6 black oxides slider,i antique brass slider,i antique brass slider,none slider,none slider,,,,ride,18m20-08 beacon jacket,0,1,1,0
1196,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,"12""",,,vents,,,, black #580 tape,olive #566 tape,khaki #tc047 tape,none tape,none tape,,,,ride,18m20-08 beacon jacket,0,1,1,0
1197,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,none,,,none,,,, black #580 teeth,olive #566 teeth,khaki #tc047 teeth,none teeth,none teeth,,,,ride,18m20-08 beacon jacket,0,1,1,0
1198,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel,none,,,none,,,, x6 black oxides slider,i antique brass slider,i antique brass slider,none slider,none slider,,,,ride,18m20-08 beacon jacket,0,1,1,0
1199,,,,ykk #3 regular facing coil zipper.  slider #dalh,"7""",,,exterior access to media pocket,,,, black #580 tape,olive #566 tape,khaki #tc047 tape,none tape,none tape,,,,ride,18m20-08 beacon jacket,0,1,1,0
1200,,,,ykk #3 regular facing coil zipper.  slider #dalh,none,,,none,,,, black #580 teeth,olive #566 teeth,khaki #tc047 teeth,none teeth,none teeth,,,,ride,18m20-08 beacon jacket,0,1,1,0
1201,,,,ykk #3 regular facing coil zipper.  slider #dalh,none,,,none,,,, x6 black oxides slider,i antique brass slider,i antique brass slider,none slider,none slider,,,,ride,18m20-08 beacon jacket,0,1,1,0
1202,,,,ykk #3 regular facing coil zipper.  slider #dalh,"8""",,,inner media pocket,,,,antique white #121 tape,antique white #121 tape,antique white #121 tape,none tape,none tape,,,,ride,18m20-08 beacon jacket,0,1,1,0
1203,,,,ykk #3 regular facing coil zipper.  slider #dalh,none,,,none,,,,antique white #121 teeth,antique white #121 teeth,antique white #121 teeth,none teeth,none teeth,,,,ride,18m20-08 beacon jacket,0,1,1,0
1204,,,,ykk #3 regular facing coil zipper.  slider #dalh,none,,,none,,,, x6 black oxides slider, x6 black oxides slider, x6 black oxides slider,none slider,none slider,,,,ride,18m20-08 beacon jacket,0,1,1,0
1205,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) ,"27""",,,"zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",,,, black #580 tape, black #580 tape, black #580 tape,none tape,none tape,,,,ride,18m20-08 beacon jacket,0,1,1,0
1206,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) ,none,,,none,,,, black #580 teeth, black #580 teeth, black #580 teeth,none teeth,none teeth,,,,ride,18m20-08 beacon jacket,0,1,1,0
1207,,,,ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) ,none,,,none,,,, x6 black oxides slider, x6 black oxides slider, x6 black oxides slider,none slider,none slider,,,,ride,18m20-08 beacon jacket,0,1,1,0
1208,,,,"#1819-rl-001-20
""ride 20k"" woven label ",none,,,inside neck labeling,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1209,,,,"#1819-rl-007
size label ",none,,,adult woven size label. see labeling spec,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1210,,,,"#1819-rl-021
inner main woven label ",none,,,inside labeling. see labeling spec,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1211,,,,"#rt-005
inner woven loop ",none,,,cb hanger loop sewn into neck seam,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1212,,,,"#rt-006-new
strip edge taping",none,,,above powder skirt,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1213,,,,"#coc-cc37.5-logo-wvn-gr-h
37.5 woven label-",none,,,"right side seam, under lift ticket grommet",,,,gray ,gray ,gray ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1214,,,,"#rl-lthr-001
""ride"" deboss leather patch",none,,,above wearer's right hem,,,,black ,tan ,tan ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
