,material,material_garment
13022,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13023,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13024,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13025,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13026,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13027,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13028,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13029,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13030,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13031,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13032,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13033,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13034,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13035,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13036,",     COLORWAYS       , , , , , , ",0
13037,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13038,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13039,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13040,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13041,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13042,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13043,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13044,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13045,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13046,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13047,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13048,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13049,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13050,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13051,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13052,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13053,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13054,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13055,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13056,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13057,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13058,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13059,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13060,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13061,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13062,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13063,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13064,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13065,",     COLORWAYS       , , , , , , ",0
13066,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13067,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13068,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13069,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13070,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13071,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13072,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13073,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13074,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13075,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13076,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13077,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13078,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13079,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13080,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13081,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13082,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13083,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13084,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13085,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13086,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13087,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13088,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13089,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13090,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13091,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13092,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13093,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13094,",     COLORWAYS       , , , , , , ",0
13095,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13096,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13097,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13098,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13099,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13100,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13101,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13102,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13103,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13104,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13105,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13106,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13107,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13108,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13109,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13110,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13111,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13112,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13113,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13114,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13115,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13116,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13117,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13118,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13119,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13120,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13121,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13122,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13123,",     COLORWAYS       , , , , , , ",0
13124,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13125,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13126,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13127,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13128,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13129,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13130,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13131,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13132,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13133,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13134,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13135,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13136,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13137,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13138,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13139,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13140,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13141,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13142,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13143,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13144,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13145,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13146,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13147,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13148,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13149,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13150,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13151,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13152,",     COLORWAYS       , , , , , , ",0
13153,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13154,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13155,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13156,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13157,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13158,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13159,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13160,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13161,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13162,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13163,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13164,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13165,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13166,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13167,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13168,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13169,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13170,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13171,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13172,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13173,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13174,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13175,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13176,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13177,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13178,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13179,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13180,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13181,",     COLORWAYS       , , , , , , ",0
13182,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13183,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13184,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13185,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13186,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13187,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13188,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13189,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13190,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13191,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13192,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13193,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13194,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13195,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13196,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13197,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13198,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13199,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13200,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13201,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13202,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13203,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13204,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13205,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13206,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13207,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13208,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13209,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13210,",     COLORWAYS       , , , , , , ",0
13211,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13212,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13213,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13214,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13215,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13216,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13217,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13218,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13219,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13220,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13221,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13222,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13223,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13224,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13225,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13226,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13227,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13228,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13229,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13230,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13231,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13232,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13233,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13234,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13235,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13236,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13237,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13238,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13239,",     COLORWAYS       , , , , , , ",0
13240,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13241,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13242,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13243,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13244,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13245,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13246,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13247,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13248,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13249,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13250,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13251,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13252,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13253,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13254,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13255,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13256,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13257,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13258,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13259,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13260,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13261,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13262,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13263,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13264,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13265,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13266,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13267,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13268,",     COLORWAYS       , , , , , , ",0
13269,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13270,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13271,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13272,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13273,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13274,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13275,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13276,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13277,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13278,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13279,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13280,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13281,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13282,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13283,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
13284,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13285,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13286,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13287,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
13288,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
13289,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13290,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13291,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13292,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13293,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13294,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13295,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13296,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13297,",     COLORWAYS       , , , , , , ",0
13298,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13299,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13300,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13301,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13302,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13303,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13304,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13305,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13306,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13307,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13308,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13309,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
