MATERIAL_ID,0,1,2,3,4,5,6,7
22,"L1-2018-TRIM-010
faux Leather backed Snap",LUKS,FRONT WAIST BAND,2,SAS54 PSEUDO ANTI SILVER / BLACK FAUX LEATHER,SAS54 PSEUDO ANTI SILVER / BLACK FAUX LEATHER,SAS54 PSEUDO ANTI SILVER / BLACK FAUX LEATHER,SAS54 PSEUDO ANTI SILVER / BLACK FAUX LEATHER
23,"L1-2018-TRIM-012
Heat Transfer Label  ",PLEASE SOURCE,BACK RIGHT POCKET BAG,1,BLACK/GOLD,BLACK/GOLD,BLACK/GOLD,BLACK/GOLD
24,"L1-2018-TRIM-015 
L1 Injection mold logo",PLEASE SOURCE,FRONT LEFT HEM,1,2 mm EMBOSS OF THE SHELL FABRIC,2 mm EMBOSS OF THE SHELL FABRIC,2 mm EMBOSS OF THE SHELL FABRIC,2 mm EMBOSS OF THE SHELL FABRIC
27,15MM METAL SNAP,LUK'S / 404,BACK GAITER/ PANT HEM,1 PER SIDE = 2,AL023 ALLOY (D),AL023 ALLOY (D),AL023 ALLOY (D),AL023 ALLOY (D)
28,BOOT HOOK,XXX,FRONT GAITER,1 PER SIDE = 2,AL023 ALLOY (D),AL023 ALLOY (D),AL023 ALLOY (D),AL023 ALLOY (D)
29,KEYCLIP,AS LAST YEAR PRODUCTION,RIGHT LEG POCKET,1,BLACK,BLACK,BLACK,BLACK
32,SELF FABRIC TAB 1X1,FACTORY,FRONT GAITER UNDER BOOT HOOK,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
33,SELF FABRIC TAB 1X1,FACTORY,BACK GAITER UNDER FINGER SNAP HEM ADJUST,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
34,"GROSSGRAIN 1/4""",FACTORY,ATTACH KEY CLIP IN RIGHT LEG POCKET,1,BLACK,BLACK,BLACK,BLACK
35,"GROSSGRAIN 1/4""",FACTORY,BALLS OUT VENTING MESH GUARD,1,BLACK,BLACK,BLACK,BLACK
36,GRIPPER ELASTIC 25mm NON LOGO,MTT0022,LEG GAITERS,2,BLACK,BLACK,BLACK,BLACK
39,BONDING FILM,,FLY OPENING,1,BONDING FILM,BONDING FILM,BONDING FILM,BONDING FILM
40,BONDING FILM,,HAND POCKET OPENINGS,1 PER SIDE = 2,BONDING FILM,BONDING FILM,BONDING FILM,BONDING FILM
41,BONDING FILM,,BACK RIGHT POCKET WELT,1 PER SIDE = 2,BONDING FILM,BONDING FILM,BONDING FILM,BONDING FILM
42,BONDING FILM,,ZIPPER GARAGES,1 PER SIDE = 2,BONDING FILM,BONDING FILM,BONDING FILM,BONDING FILM
45,"1"" X 1"" VELCRO WITH ROUNDED CORNERS","PAIHO / Loop#1057, PAIHO / HookETN7",WAIST BAND,1,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
53,20K/20K FULLY TAPED,SOLUNA/ MAIN LABEL,INNER FRONT RIGHT,1,20K/20K FULLY TAPED,,,
57,MENS JACKET HANG TAG,SOLUNA/ MENS JACKET HANG TAG,LEFT SIDE HAND POCKET ZIPPER,1,MENS JACKET HANG TAG,,,
58,PANT REGULAR FIT HANG TAG,SOLUNA/ PANT FIT HANG TAG,LEFT SIDE HAND POCKET ZIPPER,1,PANT REGULAR FIT HANG TAG,,,
61,ADDRESS LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,,,,
62,CONTENT LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,,,,
63,WASHING LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,,,,
