,brand,style,description,ref,fabric,trims,supplier,position,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,inner,outer
174,lafuma,lfv11422,"zipper coil inverted #3
1way - non separable - non lock  - short puller
sn32max",nan,0,1,"max
zipper","1x pocket zipper
nylon face",1,"eclipse blue
960","eclipse blue
960","black
580",nan,nan,0,1
175,lafuma,lfv11422,"zipper cord 2 tone 1,7mm",zp070-e,0,1,unitex,"1x front zipper
2x pocket zipper 
fleece face",3,navy,navy,carbone grey,nan,nan,0,1
176,lafuma,lfv11422,"zipper cord 2 tone 1,7mm",zp070-e,0,1,unitex,"1x pocket zipper
nylon face",1,navy,navy,carbone grey,nan,nan,0,1
177,lafuma,lfv11422,lycra binding 20mm total width,eb011-e,0,1,wilson group,"bottom sleeve
front hood",3,saphir,saphir,black,nan,nan,0,1
178,lafuma,lfv11422,marking,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
179,lafuma,lfv11422,embroidery lafuma 72x13mm,nan,0,1,local / ming shyang,"right top front 
fleece face",1,"eclipse blue
9044","eclipse blue
9244","grey
e414",nan,nan,0,1
180,lafuma,lfv11422,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve 
fleece face",1,"eclipse blue
9044","eclipse blue
9244","grey
e414",nan,nan,0,1
181,lafuma,lfv11422,heat transfert lafuma 70 mm,pt400,0,1,j-long,"right top front
nylon face",1,insigna blue,insigna blue,carbone grey,nan,nan,0,1
182,lafuma,lfv11422,heat transfert leaf 18 mm,pt401,0,1,j-long,"left top sleeve
nylon face",1,insigna blue,insigna blue,carbone grey,nan,nan,0,1
183,lafuma,lfv11422,labels,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
184,lafuma,lfv11422,woven label windactive,lw051-e,0,1,triple star,"nylon face
inside left back 7cm from bottom",1,black,nan,nan,nan,nan,0,1
185,lafuma,lfv11422,woven label technowarm,lw052-e,0,1,triple star,"fleece face
outside left back 7cm from bottom",1,black,nan,nan,nan,nan,0,1
186,lafuma,lfv11422,"woven labels lafuma
",lw033-e,0,1,sml,inside left pocket / fleece face,1,orange ,nan,nan,nan,nan,0,1
187,lafuma,lfv11422,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,inside left pocket / fleece face,1,standard,nan,nan,nan,nan,0,1
188,lafuma,lfv11422,care label & p.o. label,lc011-e,0,1,sml,inside left pocket / fleece face,1,white satin ,nan,nan,nan,nan,0,1
189,lafuma,lfv11422, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
190,lafuma,lfv11422,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan,0,1
191,lafuma,lfv11422,hang tag reversible,ht094-e,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan,0,1
192,lafuma,lfv11422,hangtag lafuma corporate,"small
ht394082-e",0,1,triple star,"pocket zipper outside jkt
nylon face",1,standard,nan,nan,nan,nan,0,1
193,lafuma,lfv11422,hang tag windactive,"small
ht-396073-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan,0,1
194,lafuma,lfv11422,"hang tag technowarm
fleece","

small
ht394159-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan,0,1
195,lafuma,lfv11422,hang tag pfc free,"small
ht394145-e",0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
196,lafuma,lfv11422,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan,0,1
197,lafuma,lfv11440,"shell 1
pfm0025u87 3l",nan,1,0,flyingtex,full garment,nan,saphir,noir,nan,nan,nan,0,1
198,lafuma,lfv11440,full seam tape,nan,0,1,local,full seam tape,nan,ton/ton - grey,ton/ton - grey,nan,nan,nan,0,1
199,lafuma,lfv11440,non woven,nan,1,0,local,flaps + embroideries backside,nan,black,black,nan,nan,nan,0,1
200,lafuma,lfv11440,"shell 2
pr20 nylon fd",nan,1,0, local,inner jacket / lining,nan,insigna blue,black,nan,nan,nan,1,0
201,lafuma,lfv11440,"insulation
sk2 quality 120gr",nan,1,0,local,body,nan,120gr,120gr,nan,nan,nan,1,0
202,lafuma,lfv11440,"insulation
sk2 quality 80gr",nan,1,0,local,sleeves + collar,nan,80gr,80gr,nan,nan,nan,0,1
203,lafuma,lfv11440,"zipper delrin # 5
1way - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"eclipse blue
tape : 960
teeth : dark nickel","black
tape : 580
teeth : dark nickel",nan,nan,nan,0,1
204,lafuma,lfv11440,"zipper delrin # 5
1way - non separable - non lock
",nan,0,1,"max
zipper",2x pocket zipper,2,"eclipse blue
tape : 960
teeth : dark nickel","black
tape : 580
teeth : dark nickel",nan,nan,nan,0,1
205,lafuma,lfv11440,"zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,1x jacket connection,1,"eclipse blue
960","black
580",nan,nan,nan,0,1
206,lafuma,lfv11440,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,noir,noir,nan,nan,nan,0,1
207,lafuma,lfv11440,"17mm flat metal snap  
(male & female parts)","bs053-e
short tube",0,1,"unitex
 ref#
113-35205-c04426","3x front flap (1x bottom + 2x top)
2x cuff tab
2x bottom pocket
1x chest pocket flap",8,"black
s9998","black
s9998",nan,nan,nan,0,1
208,lafuma,lfv11440,"12mm flat metal snap - 
invisible (female & male part)",nan,0,1,local,"7x removable hood connect
 to collar tab 3x front flap",10,antic silver,antic silver,nan,nan,nan,0,1
209,lafuma,lfv11440,"12mm flat metal snap  
(female part)",nan,0,1,local, 1x back collar flap (middle),1,antic silver,antic silver,nan,nan,nan,0,1
210,lafuma,lfv11440,"17mm flat metal snap  
(male part)",nan,0,1,local,2x bottom sleeve,2,antic silver,antic silver,nan,nan,nan,0,1
211,lafuma,lfv11440,"2,5mm elastic cord ",nan,0,1,local,1x front hood adjustment,1,black,black,nan,nan,nan,0,1
212,lafuma,lfv11440,"plastic cord stopper
20mm ",eis15u-xmstp01,0,1,unitex,2x front hood adjustment,2,saphir,noir,nan,nan,nan,0,1
213,lafuma,lfv11440,plastic pearl,cp-a1,0,1,unitex,2x front hood adjustment,2,saphir,noir,nan,nan,nan,0,1
214,lafuma,lfv11440,10mm metal eyelet,nan,0,1,local,4x front hood adjustment,4,antic silver,antic silver,nan,nan,nan,0,1
215,lafuma,lfv11440,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,"2x bottom adjustement
2x front hood adjustement 
to hold stopper and cord",3,saphir,noir,nan,nan,nan,0,1
216,lafuma,lfv11440,12mm nylon webbing ,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,nan,nan,nan,0,1
217,lafuma,lfv11440,8mm plastic snap,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,nan,nan,nan,0,1
218,lafuma,lfv11440,"zipper vislon #5 (right insert)
1 way-separable-autolock - reversible - du puller
vsor-58 du4 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,front zip,1,"eclipse blue
960","black
580",nan,nan,nan,1,0
219,lafuma,lfv11440,"zipper nylon inverted #5 
1 way  - non separable - non-lock",nan,0,1,"max
zipper",2x pocket zipper,2,"eclipse blue
960","black
580",nan,nan,nan,1,0
220,lafuma,lfv11440,lycra binding 10mm folded,eb011-e,0,1,wilson group,bottom sleeve,2,saphir,noir,nan,nan,nan,1,0
221,lafuma,lfv11440,webbing 5mm,eis15u-xmtre01,0,1,yf zipper,"1x back neckline (jkt connection)
2x 4cm from bottom sleeve ( jkt connection)",3,saphir,noir,nan,nan,nan,1,0
222,lafuma,lfv11440,embroidery lafuma 72mm,nan,0,1,local / ming shyang,"right top front
outer jacket",1,"eclipse blue
30055",black,nan,nan,nan,0,1
223,lafuma,lfv11440,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve 
outer jacket",1,"eclipse blue
30055",black,nan,nan,nan,0,1
224,lafuma,lfv11440,embroidery lafuma 72mm,nan,0,1,local / ming shyang,"right top front / 
inner jkt",1,"eclipse blue
30055",black,nan,nan,nan,1,0
225,lafuma,lfv11440,embroidery leaf 20mm,nan,0,1,local / ming shyang,"center on top back / 
inner jkt",1,"eclipse blue
30055",black,nan,nan,nan,1,0
226,lafuma,lfv11440,"climactive labels
",lw050-e,0,1,triple star,left side seam ,1,standard,nan,nan,nan,nan,0,1
227,lafuma,lfv11440,"main labels
",lw033-e,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
228,lafuma,lfv11440,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
229,lafuma,lfv11440,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin,nan,nan,nan,nan,0,1
230,lafuma,lfv11440,"main label
",lw034-e,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,1,0
231,lafuma,lfv11440,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,1,0
232,lafuma,lfv11440,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,standard,nan,nan,nan,nan,1,0
233,lafuma,lfv11440, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
234,lafuma,lfv11440,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan,0,1
235,lafuma,lfv11440,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
236,lafuma,lfv11440,hangtag lafuma corporate,ht-394082-e,0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan,0,1
237,lafuma,lfv11440,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan,0,1
238,lafuma,lfv11440,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
239,lafuma,lfv11440,polybag,nan,0,1,local,nan,1,standard,nan,nan,nan,nan,0,1
240,lafuma,lfv11441,"zipper vislon #7
2ways - separable- autolock",nan,0,1,"max
zipper",front zip ,1,"eclipse blue
tape : 960
teeth : dark nickel","grey
tape : 301
teeth : dark nickel","black
tape : 580
teeth : dark nickel",nan,nan,0,1
241,lafuma,lfv11441,"zipper nylon inverted #3 
1way - non separable - non lock  - drop puller
sn31wdm",nan,0,1,"max
zipper",billfold pocket ,1,"eclipse blue
 960","grey
301","black
580",nan,nan,0,1
242,lafuma,lfv11441,cord puller,zp072-e,0,1,dragon times,front opening (1),1,noir,noir,noir,nan,nan,0,1
243,lafuma,lfv11441,"snap button 
17mm","bs053-e
short tube",0,1,"unitex
 ref#
113-35205-c04426","2x top front
1x bottom front
2x cuff (only female
2x bottom pocket flap",9,"oxyde black
s9998","oxyde black
s9998","oxyde black
s9998",nan,nan,0,1
244,lafuma,lfv11441,"snap button invisible
17mm",nan,0,1,local,"3x front
5x removable hood",8,dark antic ,dark antic ,dark antic ,nan,nan,0,1
245,lafuma,lfv11441,"velcro female ( rounded corner)
20x100mm",nan,0,1,local,"back hood adjustment
on  garment  ",1,"tone on tone
to539","tone on tone
to536",black,nan,nan,0,1
246,lafuma,lfv11441,"velcro male ( rounded corner)
20x60mm",nan,0,1,local,"back hood adjustment 
on  flap ",1,"tone on tone
to539","tone on tone
to536",black,nan,nan,0,1
247,lafuma,lfv11441,embroidery  lafuma 72 mm,nan,0,1,local / ming shang,right front / top,1,"eclipse blue
30055","grey
40028","black
9000",nan,nan,0,1
248,lafuma,lfv11441,embroidery lafuma feuille 20 mm,nan,0,1,local / ming shang,left sleeve / top,1,"eclipse blue
30055","grey
40028","black
9000",nan,nan,0,1
249,lafuma,lfv11441, climactive woven fly,lw050-e,0,1,triple star,bottom left back,1,standard,standard,standard,nan,nan,0,1
250,lafuma,lfv11441,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
251,lafuma,lfv11441,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
252,lafuma,lfv11441,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
253,lafuma,lfv11441, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
254,lafuma,lfv11441,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,attach on left side pocket,1,standard,nan,nan,nan,nan,0,1
255,lafuma,lfv11441,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan,0,1
256,lafuma,lfv11441,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
257,lafuma,lfv11441,polybag,nan,0,1,local,for garment packing ,1,standard,nan,nan,nan,nan,0,1
258,lafuma,lfv11441,nan,nan,0,1,local,hang tags,1,standard,nan,nan,nan,nan,0,1
259,lafuma,lfv11442,"shell 1
pfm0025u87 3l",nan,1,0,flyingtex,full garment,nan,noir,saphir,leather brown,nan,nan,0,1
260,lafuma,lfv11442,full seam tape,nan,1,0,local,full seam tape,nan,"ton/ton
grey","ton/ton
grey","ton/ton
grey",nan,nan,0,1
261,lafuma,lfv11442,"non woven
",nan,1,0,local,flaps + embroideries backside,nan,black,black,black,nan,nan,0,1
262,lafuma,lfv11442,"zipper delrin # 5
1way - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel","leather brown
tape : 079
teeth : dark nickel",nan,nan,0,1
263,lafuma,lfv11442,"zipper delrin # 5
1way - non separable - non lock
sd51ma.rt",nan,0,1,"max
zipper",2x pocket zipper,2,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel","leather brown
tape : 079
teeth : dark nickel",nan,nan,0,1
264,lafuma,lfv11442,"zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,1x jacket connection,1,"black
580","eclipse blue
960","leather brown
079",nan,nan,0,1
265,lafuma,lfv11442,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,noir,noir,noir,nan,nan,0,1
266,lafuma,lfv11442,"17mm flat metal snap  
(male & female parts)","bs053-e
short tube",0,1,"unitex
 ref#
113-35205-c04426","2x cuff tab
1x chest pocket flap",3,"black
s9998","black
s9998","black
s9998",nan,nan,0,1
267,lafuma,lfv11442,"17mm flat metal snap  
(male part)",nan,0,1,local,2x bottom sleeve,2,antic silver,antic silver,antic silver,nan,nan,0,1
268,lafuma,lfv11442,10mm metal eyelet,nan,0,1,local,"4x front hood adjustment
2x bottom adjustement",6,antic silver,antic silver,antic silver,nan,nan,0,1
269,lafuma,lfv11442,cord stopper 20mm,eis15u-xmstp01,0,1,unitex,1x bottom adjustment,1,noir,saphir,noir,nan,nan,0,1
270,lafuma,lfv11442,small cord stopper 20mm,cs-a7,0,1,unitex,2x front hood adjustment,2,noir,saphir,noir,nan,nan,0,1
271,lafuma,lfv11442,plastic pearl,cp-a1,0,1,unitex,2x front hood adjustment,2,noir,saphir,noir,nan,nan,0,1
272,lafuma,lfv11442,"2,5mm elastic cord ",nan,0,1,local,1x bottom adjustment,1,black,black,black,nan,nan,0,1
273,lafuma,lfv11442,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,2x bottom adjustement to hold stopper and cord,4,noir,saphir,noir,nan,nan,0,1
274,lafuma,lfv11442,12mm nylon webbing ,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,black,nan,nan,0,1
275,lafuma,lfv11442,8mm plastic snap,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,black,nan,nan,0,1
276,lafuma,lfv11442,embroidery lafuma 72mm,nan,0,1,local / ming shyang,right top front,1,black,"eclipse blue
30055","leather brown
f785",nan,nan,0,1
277,lafuma,lfv11442,embroidery leaf 20mm,nan,0,1,local / ming shyang,left top sleeve ,1,black,"eclipse blue
30055","leather brown
f785",nan,nan,0,1
278,lafuma,lfv11442,"climactive labels
",lw050-e,0,1,triple star,left side seam ,1,black,nan,nan,nan,nan,0,1
279,lafuma,lfv11442,"main labels
",lw033-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
280,lafuma,lfv11442,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
281,lafuma,lfv11442,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
282,lafuma,lfv11442, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
283,lafuma,lfv11442,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,nan,nan,nan,nan,nan,0,1
284,lafuma,lfv11442,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
285,lafuma,lfv11442,hangtag lafuma corporate,ht-394082-e,0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan,0,1
286,lafuma,lfv11442,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan,0,1
287,lafuma,lfv11442,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
288,lafuma,lfv11442,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan,0,1
289,lafuma,lfv11443,"shell 1
pfm0025u87 3l",nan,1,0,flyingtex,full garment,nan,noir,saphir,leather brown,nan,nan,0,1
290,lafuma,lfv11443,full seam tape,nan,1,0,local,full seam tape,nan,"ton/ton
grey","ton/ton
grey","ton/ton
grey",nan,nan,0,1
291,lafuma,lfv11443,"non woven
",nan,1,0,local,flaps + embroideries backside,nan,white,white,white,nan,nan,0,1
292,lafuma,lfv11443,"shell 2
pr20 nylon fd (bulk)",nan,1,0,local,"top yoke, front & back + lining",nan,black,insigna blue,black,nan,nan,0,1
293,lafuma,lfv11443,"shell 3
pr21",nan,1,0,local,sleeve + bottom body,nan,carbone grey,insigna blue,carbone grey,nan,nan,0,1
294,lafuma,lfv11443,"insulation 
padding pk80g",nan,1,0,local,body + sleeves + collar,nan,80g,80g,80g,nan,nan,0,1
295,lafuma,lfv11443,"zipper delrin # 5
1way - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel","leather brown
tape : 079
teeth : dark nickel",nan,nan,0,1
296,lafuma,lfv11443,"zipper delrin # 5
1way - non separable - non lock
sd51ma.rt",nan,0,1,"max
zipper",2x pocket zipper,2,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel","leather brown
tape :079
teeth : dark nickel",nan,nan,0,1
297,lafuma,lfv11443,"zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,1x jacket connection,1,"black
580","eclipse blue
960","leather brown
079",nan,nan,0,1
298,lafuma,lfv11443,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,noir,noir,noir,nan,nan,0,1
299,lafuma,lfv11443,"17mm flat metal snap  
(male & female parts)","bs053-e
short tube",0,1,"unitex
 ref#
113-35205-c04426","2x cuff tab
1x chest pocket flap",3,"black
s9998","black
s9998","black
s9998",nan,nan,0,1
300,lafuma,lfv11443,"17mm flat metal snap  
(male part)",nan,0,1,local,2x bottom sleeve,2,antic silver,antic silver,antic silver,nan,nan,0,1
301,lafuma,lfv11443,10mm metal eyelet,nan,0,1,local,"4x front hood adjustment
2x bottom adjustement",6,antic silver,antic silver,antic silver,nan,nan,0,1
302,lafuma,lfv11443,"2,5mm elastic cord ",nan,0,1,local,"1x bottom adjustment
1x front hood adjustment",2,black,black,black,nan,nan,0,1
303,lafuma,lfv11443,cord stopper 20mm,eis15u-xmstp01,0,1,unitex,1x bottom adjustment,1,noir,saphir,noir,nan,nan,0,1
304,lafuma,lfv11443,small cord stopper 20mm,cs-a7,0,1,unitex,2x front hood adjustment,2,noir,saphir,noir,nan,nan,0,1
305,lafuma,lfv11443,plastic pearl,cp-a1,0,1,unitex,2x front hood adjustment,nan,noir,saphir,noir,nan,nan,0,1
306,lafuma,lfv11443,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,2x bottom adjustement to hold stopper and cord,4,noir,saphir,noir,nan,nan,0,1
307,lafuma,lfv11443,12mm nylon webbing ,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,black,nan,nan,0,1
308,lafuma,lfv11443,8mm plastic snap,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,black,nan,nan,0,1
309,lafuma,lfv11443,"zipper vislon #5 (right insert)
1 way-separable-autolock - reversible - du puller
vsor-58 du4 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,front zip,1,"black
tape : 580
teeth : matt black","eclipse blue
tape : 960
teeth : matt black","leather brown
tape : 580
teeth : matt black",nan,nan,0,1
310,lafuma,lfv11443,lycra binding 10mm folded,eb011-e,0,1,wilson group,bottom sleeve,2,noir,saphir,noir,nan,nan,0,1
311,lafuma,lfv11443,webbing 5mm,eis15u-xmtre01,0,1,yf zipper,"1x back neckline (jkt connection)
2x 4cm from bottom sleeve ( jkt connection)",3,noir,saphir,noir,nan,nan,0,1
312,lafuma,lfv11443,embroidery lafuma 72mm,nan,0,1,local / ming shyang,"right top front
outer jacket",1,black,"eclipse blue
30055","leather brown
f785",nan,nan,0,1
313,lafuma,lfv11443,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve 
outer jacket",1,black,"eclipse blue
30055","leather brown
f785",nan,nan,0,1
314,lafuma,lfv11443,"climactive labels
",lw050-e,0,1,triple star,left side seam ,1,black,nan,nan,nan,nan,0,1
315,lafuma,lfv11443,"woven label
",lw033-e,0,1,sml,"on the left pocket
refer to the lining page",1,orange ,nan,nan,nan,nan,0,1
316,lafuma,lfv11443,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
317,lafuma,lfv11443,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
318,lafuma,lfv11443,"main label
",lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,1,0
319,lafuma,lfv11443,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,1,0
320,lafuma,lfv11443,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan,1,0
321,lafuma,lfv11443, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
322,lafuma,lfv11443,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan,0,1
323,lafuma,lfv11443,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
324,lafuma,lfv11443,hangtag lafuma corporate,ht-394082-e,0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan,0,1
325,lafuma,lfv11443,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan,0,1
326,lafuma,lfv11443,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
327,lafuma,lfv11443,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan,0,1
328,lafuma,lfv11445,"shell 1 -
 dt-1598",nan,1,0,drytex,full garment ,nan,asphalte,saphir,nan,nan,nan,0,1
329,lafuma,lfv11445,cotton touch,nan,1,0,local,"bottom, sleeve, collar facing",nan,dark grey,dark grey,nan,nan,nan,0,1
330,lafuma,lfv11445,brushed tricot,nan,1,0,local,pocket bag,nan,black,black,nan,nan,nan,0,1
331,lafuma,lfv11445,"non woven
",nan,1,0,local,embroideries backside,nan,standard,standard,nan,nan,nan,0,1
332,lafuma,lfv11445,"#8 matellic plastic zipper, open end, right insert, autolock slider with dalh puller in enamel", vso-v-86-dalh,0,1,shz,1x front zip,1,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel",nan,nan,nan,0,1
333,lafuma,lfv11445,"zipper reversed # 5
1 way -  non separable - non lock",nan,0,1,max zipper,2x hands pockets,2,"black
580","eclipse blue
960",nan,nan,nan,0,1
334,lafuma,lfv11445,cord puller,zp072-e,0,1,dragon times,1x front zip,1,black,black,nan,nan,nan,0,1
335,lafuma,lfv11445,cotton herringbone twill tape 12mm,nan,0,1,local,1x neckline finishing,1,black,black,nan,nan,nan,0,1
336,lafuma,lfv11445,marking,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
337,lafuma,lfv11445,embroidery lafuma 72x13mm,nan,0,1,local / ming shyang,right top front,1,black,"eclipse blue
30055",nan,nan,nan,0,1
338,lafuma,lfv11445,embroidery leaf 20mm,nan,0,1,local / ming shyang,left top sleeve,1,black,"eclipse blue
30055",nan,nan,nan,0,1
339,lafuma,lfv11445,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
340,lafuma,lfv11445,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
341,lafuma,lfv11445,woven label windactive,lw051-e,0,1,triple star,left side seam ,1,"standard
black",nan,nan,nan,nan,0,1
342,lafuma,lfv11445,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
343,lafuma,lfv11445,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
344,lafuma,lfv11445,hangtag lafuma corporate,"small 
ht-394082-e",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan,0,1
345,lafuma,lfv11445,hangtag lafuma windactive ,"
small
ht-396073-e",0,1,triple star,"inserted inside corporate hangtag
",1,standard ,nan,nan,nan,nan,0,1
346,lafuma,lfv11445,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
347,lafuma,lfv11445,polybag,nan,0,1,local,nan,1,standard ,nan,nan,nan,nan,0,1
348,lafuma,lfv11463,"shell 1
6302 5k/5k",nan,1,0,libolon,shell1,nan,heather grey,poppy,anthracite grey,nightfall h07b,nan,0,1
349,lafuma,lfv11463,"nylon 210 t
",nan,1,0,local,"sleeve
hood",nan,black,black,black,black,nan,0,1
350,lafuma,lfv11463,mesh lining,nan,1,0,local,body lining,nan,black,black,black,black,nan,0,1
351,lafuma,lfv11463,brushed tricot,nan,1,0,local,"pocket bags
storm flap",nan,black,black,black,black,nan,0,1
352,lafuma,lfv11463,"seam tape  ( local sourcing)
",nan,1,0,local,all seam ( fully seam taped jkt),nan,standard,standard,standard,standard,nan,0,1
353,lafuma,lfv11463,"non woven ( local sourcing)
",nan,1,0,local,flaps + embroideries backside,nan,standard,standard,standard,standard,nan,0,1
354,lafuma,lfv11463,"shell 2
pr20 nylon fd (bulk)
",nan,1,0,nan,inner jkt,nan,"ruby red
19-1627tcx","poppy
17-1664tcx",black,"polar blue
15-4717 tcx",nan,1,0
355,lafuma,lfv11463,nylon 210 t ( local sourcing),nan,1,0,nan,"sleeves
pockets lining ",nan,black,black,black,black,nan,1,0
356,lafuma,lfv11463,"lining
brush tricot  ( local sourcing)
ref: am1378 asia fit",nan,1,0,nan,body lining,nan,black,black,black,black,nan,1,0
