,material,fabric
4984,", shell fabric, sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis), , , , cargo pockets",1
4985,", lining, 210t-e emb07 terry emboss taffeta 100% nylon (supplied by ecoya), , , , inside lining",1
4986,", lining,  velvety tricot - soto048-1 (supplied by solis), , , , inside wiastband, inner front pockets, inside fly panel",1
4987,", other , 100% poly mesh - sotc025-1 (supplied by solis), , , , vents",1
4988,", other, nylon/elastic lycra - sono029-1 (supplied by solis), , , , inside lower leg gaiters",1
4989,", zipper, ykk no.5 nylon coil zippers, auto-lock slider da8lh, , , , fly",0
4990,", zipper, ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down), , , , (2) hand pockets pockets ",0
4991,", zipper, ykk no.5 nylon coil zippers, auto-lock slider da8lh1(zippers close from c.b. to side seam), , , , (2) back pockets ",0
4992,", zipper, ykk no.5 nylon coil zippers,hidden chain, auto-lock slider da8lh1 (zipper close down), , , ,  vents",0
4993,", zipper pull, abzp_01 utility cord zipper pullers with tied end , , , , (2) vents, (4) pockets,  ",0
4994,", hardware, jean button17mm  (incl. washers), , , , (1) fly opening",0
4995,", hardware, snap buttons absnp_01 (sets), 17mm  (incl. washers), , , ,  (4) pocket flaps, (2) bang snaps, (2) back pocket flaps",0
4996,", hardware, 12mm metal eyelet  (incl. washers), , , , (2)waistband (1) left belt loop",0
4997,", hardware, lace hooks, , , , c.f. of lower leg gaiters at gripper elastic",0
4998,", drawcord, polyester flat lace drawcord with metal sealed ends.  w:1 cm, , , , waistband",0
4999,", elastic, gripper elastic, , , , at inside lower leg gators",0
5000,", key clip, plastic key clip attched with webbing loop, , , , inside w. right pocket bag",0
5001,", webbing, flat webbing tape, 8mm, , , , key clip attachment at wearers right inside pocket",0
5002,", main label, , , , , inside c.b. waist, see q/a for detail",0
5003,", size label, abwv_69v vietnam size label, , , , sewn in and centered below main label",0
5004,", w/c label, satin/printed w/c label (supplied by your side), , , , at inside wearers left 8 cm from waistband seam",0
5005,", flag  label, ablt_01 flag label (airpill logo side), , , , left vent 2cm up from bottom of vent",0
5006,", abwvlp_01 woven loop, abwvlp_01 (supplied by sml), , , , inside center back waist seam",0
5007,", branding, , , , , ",0
5008,", hangtag, , , , , ",0
5009,", hangtag, , , , , ",0
5010,", polybag w/ warning matter, airpill logo print:  16 cm, , , , centered on poly bag",0
5011,", country of origin sticker (supplied by your side), made in china sticker, , , , centered above upc sticker",0
5012,", upc sticker (supplied by your side), sticker width 3.5 cm, , , , lookers right bottom corner",0
5013,", shell fabric, sotp069-c1-h 100% polyester  15k/10k+2-layer +breathable coating+dwr (supplied by solis), , , , main body",1
5014,", lining, 210t-e emb07 terry emboss taffeta - (supplied by ecoya), , , , inside lining",1
5015,", other,  velvety tricot - soto048-1 (supplied by solis), , , , at inside waistband, inside hand pockets at front panels only, inside fly",1
5016,", other, nylon/elastic lycra - sono029-1 (supplied by solis), , , , lower leg gators, internal crotch gusset",1
5017,", zipper, no.5 ykk nylon coil zippers, auto-lock slider da8lh , , , , fly ",0
5018,", zipper, no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam), , , , front pockets (3)",0
5019,", zipper, no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam), , , , back pocket",0
5020,", zipper pull, abzp_01 utility cord pulls, , , , (4) pockets",0
5021,", velcro, hook and loop w: 1.6cm x h: 3 cm, , , , (4)under pocket flaps",0
5022,", hardware, snap buttons absnp_01 (sets), 17mm  (incl. washers), , , , bang snaps (2), cf closure(2)",0
5023,", hardware, 12mm metal eyelet  (incl. washers), , , , front waistband 5cm each side of center front (2)",0
5024,", hardware, abel_01 metal airblaster eyelet (incl. washers, supplied by wellsucceed), , , , front left belt loop",0
5025,", hardware, metal hook closure, , , , at inside waistband",0
5026,", hardware, metal lace hooks, , , , at inside lower leg gaiters",0
5027,", drawcord, polyester flat lace drawcord with metal sealed ends.  w:1 cm, , , , waistband",0
5028,", elastic, gripper elastic, , , , at inside lower leg gators",0
5029,", key clip, plastic key clip attched with webbing loop, , , , inside w. right pocket",0
5030,", webbing, 8 mm width webbing, , , , key clip attachment  at wearer's right inside pocket",0
5031,", main label, , , , , inside c.b. waist see q/a for detail",0
5032,", size label, abwv_69v vietnam size label, , , , sewn in and centered below main label",0
5033,", w/c label/content, satin with print (same as 12/13 label), , , , at inside side seam, 8 cm down from waistband seam",0
5034,", flag label, ablt_01 logo flag label (airpill side), , , , inside of right back pocket 3cm from top of pocket",0
5035,", abwvlp_01 woven loop, abwvlp_01 (supplied by sml), , , , inside center back waist seam",0
5036,", branding, , , , , ",0
5037,", branding, , , , , ",0
5038,", hangtag, , , , , ",0
5039,", hangtag, , , , , ",0
5040,", polybag w/ warning matter, airpill logo print:  16 cm, , , , centered on poly bag",0
5041,", country of origin sticker (supplied by your side), made in china sticker, , , , centered above upc sticker",0
5042,", upc sticker (supplied by your side), sticker width 3.5 cm, , , , lookers right bottom corner",0
5043,", shell fabric, sota074-2l1-y 100% polyester 10k/8k +2-layer + breathable coating + dwr (supplied by solis), , , , main body, sleeves. hood",1
5044,", lining, 210t-e emb07 terry taffeta emboss (supplied by ecoya), , , , powder skirt, pocket bag, hood lining, sleeve lining, fornt and back body below powder skirt only",1
5045,", other ,  velvety tricot - soto048-p (supplied by solis), , , , inside lining, comfort chin guard, inner front pocket bag panel, front and back body panel above powder skirt only",1
5046,", other, 100% poly mesh - sotc025-1 (supplied by solis), , , , vents, internal goggle pocket",1
5047,", other, nylon/elastic lycra - sono029-1 (supplied by solis), , , , powder skirt",1
5048,", other, 1x1 rib knit,good quality arcylic/spandex, , , , cuffs",0
5049,", other, lycra binding tape, , , , internal mesh pocket opening",0
5050,", other, 60gm insulation, , , , main body, hood and sleeves",1
5051,", other, gripper elastic, , , , powder skirt",0
5052,", pellon, lightweight interfacing (item# tbd), , , , inner storm flap, powder skirt closure flaps",1
5053,", pellon, heavyweight interfacing (item# tbd), , , , hood brim",1
5054,", zipper, ykk no.5 2-way coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), , , , cf",0
5055,", zipper, ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), , , , ( 2) hand pockets",0
5056,", zipper, ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), , , ,  vents",0
5057,", zipper, ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), , , , 1 internal pocket at w.'s inside left",0
5058,", zipper pull, abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), , , , cf, (2) hand pockets, (1) internal pocket, (2) vents",0
5059,", stoppers, barrel stopper k-018, , , , 2) hood",0
5060,", webbing, flat webbing tape, 8mm, , , ,  key clip attachment at inside wearer's right pocket",0
5061,", hardware, metal eyelets, 12mm (incl. washers), , , , (4) at hood opening, ",0
5062,", hardware, snap buttons absnp_01 (sets), 17mm (incl. washers), , , ,  (6)c.f., (2) pockets, (1) snap tabs at inside bottom hem,  (2) at powder skirt, (2) cuff tab, (1) back vent",0
5063,", hardware, male snap only (incl. washers), , , , (2) powder skirt, (2)cuffs",0
5064,", drawcord, flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm , , , , hood",0
5065,", elastic ,  2.5 cm flat elastic , , , , (2) cuffs",0
5066,", key clip, plastic key clip attched with webbing loop, , , , inside wearers right pocket.",0
5067,", main label, abwv_67 freedom main label, , , , inside c.b. neck, centered below abwv_110",0
5068,", size label, abwv_69v vietnam size label, , , , sewn in and centered below main label",0
5069,", w/c label, satin label with print, , , , wearer's left side seam, 10 cm up from bottom edge",0
5070,", abwvlp_01 woven loop, abwvlp_01 (supplied by sml), , , , inside center back neck seam",0
5071,", branding, abpa_105b corey patch, , , , left chest, see palcement page for detail",0
5072,", branding, abwv_110 modern athlete woven label, , , , centered 3cm below abwv_67",0
5073,", hangtag, , , , , ",0
5074,", hangtag, , , , , ",0
5075,", polybag w/ warning matter, airpill logo print:  16 cm, , , , centered on poly bag",0
5076,", country of origin sticker (supplied by your side), made in china sticker, , , , centered above upc sticker",0
5077,", upc sticker (supplied by your side), sticker width 3.5 cm, , , , lookers right bottom corner",0
5078,", shell fabric, sotd109-c1-y 10k/8k 10k/8k +2-layer +breathable coating+dwr, , , , main body",1
5079,", lining, 210t-e terry emboss taffeta   (supplied by ecoya), , , , inside lining, lower leg gaiters",1
5080,", lining,  velvety tricot - soto048-1 (supplied by solis), , , , inside waistband, handwarmer pocket bag front panel only, and inside fly panel",1
5081,", other, nylon/elastic lycra - sono029-1 (supplied by solis), , , , lower leg gators, internal crotch gusset",1
5082,", zipper, ykk no.5 nylon coil zippers, auto-lock slider da8lh, , , , fly",0
5083,", zipper, ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close from c.b. to side seam), , , , back pockets",0
5084,", zipper, ykk no.3 nylon reverse coil, auto-lock slider da8lh1 (zippers close from c.b. to side seam), , , , phone pocket",0
5085,", zipper pull, abzp_01 utility cord pulls (supplied by wei rong), , , , back pockets (2)",0
5086,", hardware, abjbt_01 jean button (16.3mm) ('air blaster' deboss logo), incl. washer, , , , at c.f. closure.",0
5087,", hardware, snap buttons absnp_01 (sets), 17mm  (incl. washers), , , , bang snaps (2)",0
5088,", hardware, 12mm metal eyelet  (incl. washers), , , , front waistband 10cm each side of center front (2)",0
5089,", hardware, abel_01 (incl. washers), , , , left belt loop (1)",0
5090,", hardware, metal lace hook, , , , 2 pcs at bottom leg openings.  place at cf of each leg opening.",0
5091,", drawcord, polyester flat lace drawcord with metal sealed ends.  w:1 cm, , , , waistband",0
5092,", elastic, gripper elastic, , , , at inside lower leg gators",0
5093,", main label, , , , , inside c.b. waist, see q/a for detail",0
5094,", size label, abwv_69v vietnam size label, , , , sewn in and centered below main label",0
5095,", w/c label, satin/printed w/c label   (supplied by your side), , , , at inside wearers left, 8 cm from waistband seam",0
5096,", abwvlp_01 woven loop, abwvlp_01 (supplied by sml), , , , inside center back waist seam",0
5097,", branding, , , , , hammer pocket, see placement page for detail",0
5098,", hangtag, , , , , ",0
5099,", hangtag, , , , , ",0
5100,", polybag w/ warning matter, airpill logo print:  16 cm, , , , centered on poly bag",0
5101,", country of origin sticker (supplied by your side), made in china sticker, , , , centered above upc sticker",0
5102,", upc sticker (supplied by your side), sticker width 3.5 cm, , , , lookers right bottom corner",0
5103,", shell fabric, sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis), , , , main body",1
5104,", shell fabric, sotd109-pr01-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis), , , , main body",1
5105,", shell fabric, sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis), , , , sleeves, hood",1
5106,", lining, 210t-e emb07 tery emboss  taffeta(supplied by ecoya), , , , inside lining, powder skirt, pocket bag",1
5107,", other ,  velvety tricot - soto048-1 (supplied by solis), , , , comfort chin guard, inner front pocket bag panel",1
5108,", other, 100% poly mesh - sotc025-1 (supplied by solis), , , , vents, internal goggle pocket",1
5109,", other, nylon/elastic lycra - sono029-1 (supplied by solis), , , , powder skirt",1
5110,", other, 1x1 rib knit,good quality arcylic/spandex, , , , cuffs",0
5111,", other, lycra binding tape, , , , internal mesh pocket opening",0
5112,", other, gripper elastic, , , , powder skirt",0
5113,", pellon, lightweight interfacing (item# tbd), , , , inner storm flap, powder skirt closure flaps",1
5114,", pellon, heavyweight interfacing (item# tbd), , , , hood brim",1
5115,", zipper, ykk no.8 vislon 2 way  zipper.  auto-lock slider da8lh, silders bottom to bottom   (right hand pull left hand insert), , , , c.f.",0
5116,", zipper, ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), , , , ( 2) hand pockets",0
5117,", zipper, ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), , , ,  vents",0
5118,", zipper, ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), , , , 1 internal pocket at w.'s inside left",0
5119,", zipper pull, abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), , , , (2) pockets, (1) c.f. (2) vents,  (1) inside pocket",0
5120,", stoppers, round barrel stopper - k-018 , , , ,  (2) hood",0
5121,", stoppers, k343-2n push stoppers, , , , (2) bottom hem",0
5122,", hand pulls, plastic hand pulls zp11 , , , ,  (2) bottom hem",0
5123,", webbing, flat webbing tape, 8mm, , , ,  key clip attachment at inside wearer's right pocket",0
5124,", webbing, flat webbing tape 8mm width, , , ,  (2)stopper attachments loops at bottom hem",0
5125,", hardware, metal eyelets, 12mm (incl. washers), , , , (4) at hood opening,  (4) inside bottom hem",0
5126,", hardware, snap buttons absnp_01 (sets), 17mm (incl. washers), , , ,  (1) snap tabs at inside bottom hem,  (2) at powder skirt",0
5127,", hardware, male snap only (incl. washers), , , , (2) powder skirt",0
5128,",  drawcord, flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm , , , , hood opening",0
5129,", elastic drawcord,  2.5 mm elastic cord, , , , bottom hem adjustment",0
5130,", key clip, plastic key clip attched with webbing loop, , , , inside wearers right pocket.",0
5131,", main label, abwv_67 freedom main label, , , , inside c.b. neck, see q/a for placement",0
5132,", size label, abwv_69v vietnam size label, , , , sewn in and centered below main label",0
5133,", w/c label, satin label with print, , , , wearer's left side seam, 10 cm up from bottom edge",0
5134,", abwvlp_01 woven loop, abwvlp_01 (supplied by sml), , , , inside center back neck seam",0
5135,", flag  label, ablt_01 flag label (pill logo side), , , , right vent 2cm from bottom of vent",0
5136,", branding, abpr_10 large airpill print, , , , centered on wearer's back, see artwork palcement for detail",0
5137,", branding, abwv_103 awesome woven label, , , , left chest, see art placement for detail",0
5138,", hangtag, , , , , ",0
5139,", hangtag, , , , , ",0
5140,", polybag w/ warning matter, airpill logo print:  16 cm, , , , centered on poly bag",0
5141,", country of origin sticker (supplied by your side), made in china sticker, , , , centered above upc sticker",0
5142,", upc sticker (supplied by your side), sticker width 3.5 cm, , , , lookers right bottom corner",0
5143,", shell fabric, sotp069-q03-ah 100% polyester wax coating tpu menbrane (supplied by solis), , , , main body, sleeves, hood, pockets",1
5144,", shell fabric, sotp069-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis), , , , main body, sleeves, hood, pockets",1
5145,", shell fabric, sotp069-pr03-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis), , , , main body, sleeves, hood, pockets",1
5146,", lining, emb07 taffeta emboss  (supplied by ecoya), , , , inside liningpocket bag",1
5147,", other, rib knit, , , , cuffs",0
5148,", zipper, ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), , , , c.f.",0
5149,", zipper, ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1, close to side seam , , , , (2) pockets",0
5150,", zipper pull, abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), , , , (1) c.f. (2) pockets",0
5151,", stoppers, round barrel stopper - k-018 , , , ,  (2) hood",0
5152,", hardware, metal eyelets, 12mm (incl. washers), , , , (2) at hood opening",0
5153,",  drawcord, flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm , , , , hood opening",0
5154,", main label, abwv_84 s.layer main label, , , , inside c.b. neck, see q/a for placement",0
5155,", size label, abwv_69 inside joke label, , , , sewn in and centered below main label",0
5156,", w/c label, satin label with print, , , , wearer's left side seam, 10 cm up from bottom edge",0
5157,", abwvlp_01 woven loop, abwvlp_01 (supplied by sml), , , , inside center back neck seam",0
5158,", branding, abem_36a stay wild arrow embroidery, , , , left hip, see placement page for detail",0
5159,", hangtag, , , , , ",0
5160,", hangtag, , , , , ",0
5161,", polybag w/ warning matter, airpill logo print:  16 cm, , , , centered on poly bag",0
5162,", country of origin sticker (supplied by your side), made in china sticker, , , , centered above upc sticker",0
5163,", upc sticker (supplied by your side), sticker width 3.5 cm, , , , lookers right bottom corner",0
5164,", shell fabric, sota074-2l1-y 100% polyester 10k/8k +2-layer + breathable coating + dwr (supplied by solis), , , , upper front and back main body, hood, upper storm flap, sleeves",1
5165,", shell fabric, sota074-2l1-y 100% polyester 10k/8k +2-layer + breathable coating + dwr (supplied by solis), , , , lower front and back main body, lower storm flap",1
5166,", lining, 210t-e emb07 terry taffeta emboss (supplied by ecoya), , , , powder skirt, pocket bag, hood lining, sleeve lining, fornt and back body below powder skirt only",1
5167,", other ,  velvety tricot - soto048-1 (supplied by solis), , , , inside lining, comfort chin guard, inner front pocket bag panel, front and back body panel above powder skirt only",1
5168,", other, 100% poly mesh - sotc025-1 (supplied by solis), , , , vents, internal goggle pocket",1
5169,", other, nylon/elastic lycra - sono029-1 (supplied by solis), , , , powder skirt, wrist gaiters",1
5170,", other, lycra binding tape, , , , internal mesh pocket opening",0
5171,", other, 60gm insulation, , , , main body, hood and sleeves",1
5172,", other, gripper elastic, , , , powder skirt",0
5173,", pellon, lightweight interfacing (item# tbd), , , , inner storm flap, powder skirt closure flaps",1
5174,", pellon, heavyweight interfacing (item# tbd), , , , hood brim",1
5175,", zipper, ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), , , , cf",0
5176,", zipper, ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), , , , ( 2) hand pockets",0
5177,", zipper, ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), , , ,  vents",0
5178,", zipper, ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), , , , (1) napolean pocket",0
5179,", zipper pull, abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), , , , cf, (2) hand pockets, (1) napoleon pocket, (2) vents",0
5180,", velcro, hook and loop; w: 1.6 cm x h: 5cm, , , , (4)storm flap",0
5181,", stoppers, barrel stopper k-018, , , , 2) hood",0
5182,", webbing, flat webbing tape, 8mm, , , ,  key clip attachment at inside wearer's right pocket",0
5183,", webbing, flat webbing tape 8mm width, , , ,  (2)stopper attachments loops at bottom hem",0
5184,", hardware, metal eyelets, 12mm (incl. washers), , , , (4) at hood opening",0
5185,", hardware, snap buttons absnp_01 (sets), 17mm (incl. washers), , , ,  (6)c.f., (2) pockets, (1) snap tabs at inside bottom hem,  (2) at powder skirt, (2) cuff tab, (1) back vent",0
5186,", hardware, male snap only (incl. washers), , , , (2) powder skirt, (4)cuffs",0
5187,", drawcord, flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm , , , , hood",0
5188,", key clip, plastic key clip attched with webbing loop, , , , inside wearers right pocket.",0
5189,", main label, , , , , inside c.b. neck, see q/a for placement",0
5190,", size label, abwv_69v vietnam size label, , , , sewn in and centered below abwv_111",0
5191,", w/c label, satin label with print, , , , wearer's left side seam, 10 cm up from bottom edge",0
5192,", abwvlp_01 woven loop, abwvlp_01 (supplied by sml), , , , inside center back neck seam",0
5193,", branding, , , , , ",0
5194,", branding, , , , , ",0
5195,", hangtag, , , , , ",0
5196,", hangtag, , , , , ",0
5197,", polybag w/ warning matter, airpill logo print:  16 cm, , , , centered on poly bag",0
5198,", country of origin sticker (supplied by your side), made in china sticker, , , , centered above upc sticker",0
5199,", upc sticker (supplied by your side), sticker width 3.5 cm, , , , lookers right bottom corner",0
5200,", shell fabric, sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis), , , , main body, waistband, back waist self fabric patch",1
5201,", shell fabric, sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis), , , , knee panel, butt panels, back pockets",1
5202,", lining, 210t-e emb07 terry emboss taffeta (supplied by ecoya), , , , inside lining, lower leg gaiters, back of front hand pocket ",1
5203,", lining,  velvety tricot - soto048-1 (supplied by solis), , , , inside waistband, inner front pockets, inside fly panel",1
5204,", other , 100% poly mesh - sotc025-1 (supplied by solis), , , , vents",1
5205,", other , nylon/elastic lycra - sono029-1 (supplied by solis), , , , lower leg gators",1
5206,", zipper, ykk no.5 nylon coil zippers, auto-lock slider da8lh , , , , (1) fly",0
5207,", zipper, ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down), , , ,  (2) hand pockets ",0
5208,", zipper, ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close to outseam), , , , (1) back pockets",0
5209,", zipper, ykk no.5 nylon coil zippers, auto-lock slider da8lh (close down), , , , (2) lower leg bang zips",0
5210,", zipper, ykk no.5 nylon coil zippers,1-way hidden chain, auto-lock slider da8lh1 (zippers close down), , , , (2) inseam vents",0
5211,", zipper pull, utility cord zipper pullers with tied end - abzp_01, , , , (2) vents ,(2)  hand pockets, (1) back pockets",0
5212,", hardware, snap buttons absnp_01 (sets), 17 mm (incl. washers), , , , (1) fly opening,  ",0
5213,", hardware, 12mm metal eyelet  (incl. washers), , , , (2)waistband, (1) left belt loop",0
5214,", hardware, metal lace hooks , , , , inside gators at c.f ",0
5215,", key clip, plastic key clip attched with webbing loop, , , , inside w. right pocket",0
5216,", webbing, 8 mm  width webbing, , , , key clip attachment ",0
5217,", drawcord, polyester flat lace drawcord with metal sealed ends.  w:1 cm, , , , waistband",0
5218,", elastic, gripper elastic, , , , at inside lower leg gators",0
5219,", main label, abwv_67 freedom main label, , , , inside c.b. waist, see q/a for reference",0
5220,", size label, abwv_69v vietnam size label, , , , sewn in and centered below abwv_110",0
5221,", w/c label, wash and care, , , , inside wearers left side seam, 8 cm down from waistband seam",0
5222,", abwvlp_01 woven loop, abwvlp_01 (supplied by sml), , , , inside center back waist seam",0
5223,", branding, abem_122 block text embroidery, , , , right back butt patch, see placement page for detail",0
5224,", branding, abwv_110 monder athlete woven label, , , , centered 3cm below abwv_67",0
5225,", hangtag, , , , , at cf zipper - order of hangtags is tbd",0
5226,", hangtag, , , , , at cf zipper - order of hangtags is tbd",0
5227,", polybag w/ warning matter, airpill logo print:  16 cm, , , , centered on poly bag",0
5228,", country of origin sticker (supplied by your side), made in china sticker, , , , centered above upc sticker",0
5229,", upc sticker (supplied by your side), sticker width 3.5 cm, , , , lookers right bottom corner",0
5230,", shell fabric, sotp069-c1-h 100% polyester 15k/10k dwr+breathable coating (supplied by solis), , , , main body, hood, sleeves",1
5231,", lining, 210t-e emb07 tery emboss  taffeta(supplied by ecoya), , , , inside lining, powder skirt, pocket bag",1
5232,", other ,  velvety tricot - soto048-1 (supplied by solis), , , , comfort chin guard, inner front pocket bag panel",1
5233,", other, 100% poly mesh - sotc025-1 (supplied by solis), , , , vents, internal goggle pocket",1
5234,", other, nylon/elastic lycra - sono029-1 (supplied by solis), , , , powder skirt",1
5235,", other, 1x1 rib knit,good quality arcylic/spandex, , , , cuffs",0
5236,", other, lycra binding tape, , , , internal mesh pocket opening",0
5237,", other, gripper elastic, , , , powder skirt",0
5238,", pellon, lightweight interfacing (item# tbd), , , , inner storm flap, powder skirt closure flaps",1
5239,", pellon, heavyweight interfacing (item# tbd), , , , hood brim",1
5240,", zipper, ykk no.5 vislon 2 way  zipper.  auto-lock slider da8lh, silders bottom to bottom   (right hand pull left hand insert), , , , c.f.",0
5241,", zipper, ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), , , , ( 2) hand pockets",0
5242,", zipper, ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), , , ,  vents",0
5243,", zipper, ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), , , , 1 internal pocket at w.'s inside left",0
5244,", zipper pull, abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), , , , (2) pockets, (1) c.f. (2) vents,  (1) inside pocket",0
5245,", stoppers, round barrel stopper - k-018 , , , ,  (2) hood",0
5246,", stoppers, k343-2n push stoppers, , , , (2) bottom hem",0
5247,", hand pulls, plastic hand pulls zp11 , , , ,  (2) bottom hem",0
5248,", webbing, flat webbing tape, 8mm, , , ,  key clip attachment at inside wearer's right pocket",0
5249,", webbing, flat webbing tape 8mm width, , , ,  (2)stopper attachments loops at bottom hem",0
5250,", hardware, metal eyelets, 12mm (incl. washers), , , , (4) at hood opening,  (4) inside bottom hem",0
5251,", hardware, snap buttons absnp_01 (sets), 17mm (incl. washers), , , , (1) snap tabs at inside bottom hem,  (2) at powder skirt (2) pocket flaps",0
5252,", hardware, male snap only (incl. washers), , , , (2) powder skirt",0
5253,",  drawcord, flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm , , , , hood opening",0
5254,", elastic drawcord,  2.5 mm elastic cord, , , , bottom hem adjustment",0
5255,", key clip, plastic key clip attched with webbing loop, , , , inside wearers right pocket.",0
5256,", main label, , , , , inside c.b. neck, see q/a for placement",0
5257,", size label, abwv_69v vietnam size label, , , , sewn in and centered below main label",0
5258,", w/c label, satin label with print, , , , wearer's left side seam, 10 cm up from bottom edge",0
5259,", abwvlp_01 woven loop, abwvlp_01 (supplied by sml), , , , inside center back neck seam",0
5260,", flag  label, ablt_01 flag label (pill logo side), , , , right vent 2cm from bottom of vent",0
5261,", branding, , , , , ",0
5262,", branding, , , , , ",0
5263,", hangtag, , , , , ",0
5264,", hangtag, , , , , ",0
5265,", polybag w/ warning matter, airpill logo print:  16 cm, , , , centered on poly bag",0
5266,", country of origin sticker (supplied by your side), made in china sticker, , , , centered above upc sticker",0
5267,", upc sticker (supplied by your side), sticker width 3.5 cm, , , , lookers right bottom corner",0
5268,", , solid coated 210t, 100% nylon, , , powder skirt",1
5269,", , shell, 100% polyester, , , hand pocket bags",1
5270,", , brushed tricot, 100% polyester, , , chin guard",1
5271,", , brushed tech mesh, 100% polyester, , , neck facing",1
5272,", , power stretch mesh, 100% polyester, , , underarm vents",1
5273,", , power stretch mesh, 100% polyester, , , goggle pocket",1
5274,", , lycra, content, , , sleeve gaiters",1
5275,", , solid 210t , content, , , upper of sleeve gaiter",1
5276,", ,  #5 coil zipper, , , , center front",0
5277,", , #5 vislon aquaguard matte film (5vt9), , , , chest pocket vertical",0
5278,", , #5 vislon aquaguard matte film (5vt9), , , , sleeve pocket",0
5279,", , #3 aquaguard coil zipper with matte transparent film (5cnt10), , , , underarm vents",0
5280,", ,  #5 coil zipper, , , , hand pockets horizontal",0
5281,", ,  #3 coil zipper, , , , lining pocket vertical",0
5282,", , nitro custom pull / n14-trim-139, , , , center front 1 top pull only",0
5283,", , nitro custom pull / n14-trim-139, , , , sleeve pocket",0
5284,", , nitro custom pull / n14-trim-139, , , , underarm vents",0
5285,", , nitro custom pull / n14-trim-139, , , , hand pockets horizontal",0
5286,", , nitro custom pull / n14-trim-139, , , , lining pocket vertical",0
5287,", , nitro trim number //  metal snap, , , , chin",0
5288,", , powder skirt gripper elastic , , , , powder skirt gripper elastic ",0
5289,", , goggle pocket binding, , , , goggle pocket opening",0
5290,", , joey cord keep 3mm, , , , lining center front chest",0
5291,", , 15mm metal snap, , , , hidden at hem",0
5292,", , 15mm metal snap, , , , snap away powder skirt - lining facing ",0
5293,", , 15mm metal snap, , , , powder skirt - front closure",0
5294,", , 15mm metal snap, , , , powder skirt - jacket to pant connection on tabs",0
5295,", , 8mm metal eyelet, , , , front hood adjust",0
5296,", , 8mm metal eyelet, , , , hem adjust ",0
5297,", , metal eyelets 11mm , , , , back hood adjust",0
5298,", , grosgrain 1/4"", , , , attach front hood cord lock",0
5299,", , grosgrain 3/8"", , , , attach hem cord lock",0
5300,", , grosgrain 3/8"", , , , attach back hood cord lock",0
5301,", , grosgrain 1/4"", , , , attach keyclip right hand pocket ",0
5302,", , grosgrain 3/4"" x 1"" , , , , powder skirt jacket to pant connection tabs behind snaps",0
5303,", , elastic 3/4"" (cb 3/4 x 4"") (side tabs 3/4 x 3 1/4"", , , , powder skirt jacket to pant connection tabs",0
