,brand,style,item,supplier,ref,description,content,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,fabric,trims,outter ,inner
297,five 12,mens and womens tofino hoody ,pca224,utx,,cordlock,,,,back of hood ,1,0.06,0.058,s3734 (dark grey),s3734 (dark grey),s3734 (dark grey),s3734 (dark grey),s3734 (dark grey),s3734 (dark grey),0,1,,
298,five 12,mens and womens tofino hoody ,10mm grosgrain ribbon,woosung,,grosgrain ribbon           ,,,,anchor for pca224 cordlock at back hood,none,0.05,yard,dark grey,dark grey,dark grey,dark grey,dark grey,dark grey,0,1,,
299,five 12,mens and womens tofino hoody ,thread eyelet,coats,,thread eyelet,,,,back of hood adjustment shockcord exit,1,none,none,navy,berry,poppy,black,black,black,0,1,,
300,five 12,mens and womens tofino hoody ,ht-01,giant knitting,,"heat transfer 2.25""",,,,bottom left under hand pocket,1,none,0,ocean,poppy,reflective silver,reflective silver,reflective silver,reflective silver,0,1,,
301,five 12,mens and womens tofino hoody ,ht-02,giant knitting,,"reflective heat transfer 6"" strip",,,,back bottom center,1,none,0,reflective silver,reflective silver,reflective silver,reflective silver,reflective silver,reflective silver,0,1,,
302,five 12,mens and womens tofino hoody ,ht-14,giant knitting,,"reflective heat transfer 1.25""",,,,right bicep,1,none,0,reflective silver,reflective silver,reflective silver,reflective silver,reflective silver,reflective silver,0,1,,
303,five 12,mens and womens tofino hoody ,five12-w-int-ht-l,none,,main interior heat transfer label,,,,interior cb neck          ,1,none,0,x,x,x,x,none,none,0,1,,
304,five 12,mens and womens tofino hoody ,five12-m-int-ht-l,none,,main interior heat transfer label,,,,interior cb neck          ,1,none,0,none,none,none,none,x,x,0,1,,
305,five 12,mens and womens tofino hoody ,self fabric locker loop,singtex,,self fabric locker loop use shell #1,,,,locker loop,1,3.8,yard,navy,berry,poppy,black heather,black heather  ,black heather  ,0,1,,
306,five 12,mens and womens tofino hoody ,womens care label,please source    ,,perforated care content label ,,,,left side seam,1,none,0,white,white,white,white,none,none,0,1,,
307,five 12,mens and womens tofino hoody ,mens care label ,please source    ,,perforated care content label ,,,,left side seam,1,none,0,none,none,none,none,white,white,0,1,,
308,five 12,m panama tee,sck-2369s (sgb-141907),singtex,,"shell fabric at front body, back body, sleeves, neckband, rolled hem and cuffs",,,,none,none,3,none,ebony heather,ocean heather,navy heather,grey heather,none,none,1,0,,
309,five 12,m panama tee,ht-24,giant knitting,,"reflective heat transfer 1""",,,,centered below back neck,1,none,0,reflective silver,reflective silver,reflective silver,reflective silver,none,none,0,1,,
310,five 12,m panama tee,five12-m-int-ht-l,none,,main interior heat transfer label,,,,interior cb neck          ,1,none,0,x,x,x,x,none,none,0,1,,
311,five 12,m panama tee,please source,none,,perforated care content label ,,,,left side seam,1,none,0,white,white,white,white,none,none,0,1,,
312,five 12,w kits therma pant,sck-2265 ice café,singtex,,"shell fabric on full body, legs and gusset",,,,none,none,tba,none,black,ebony,none,none,none,none,1,0,,
313,five 12,w kits therma pant,tonal flatlock stitching,ns thread,,ns thread  ,,,,"rise, gusset, inseam, rolled hem",none,none,none,black,ebony,none,none,none,none,0,1,,
314,five 12,w kits therma pant,five12-elastic-01,please source    ,,"logo elastic 1.5""",,,,waistband,none,tba,none,ebony,ocean,none,none,none,none,0,1,,
315,five 12,w kits therma pant,ht - 14,none,,reflective logo heat transfer,,,,"6"" up from bottom on back calf",none,none,none,reflective grey,reflective grey,none,none,none,none,0,1,,
316,five 12,w kits therma pant,five12-w-int-ht-l,tba,,main interior heat transfer label,,,,interior cb waistband   ,1,tba,none,x,x,none,none,none,none,0,1,,
317,five 12,w luna pant,sck 2265 ice café,singtex,,"shell fabric at waistband, interior waistband, front and back legs, rolled cuffs, back pocket bag",,,,none,none,tba,tba,ebony,navy,black,none,none,none,1,0,,
318,five 12,w luna pant,flatlock stitching,coats,,flatlock stitching    ,,,,"under waistband, rise, gusset, inseam and outseam",none,none,none,ebony,navy,black,none,none,none,0,1,,
319,five 12,w luna pant,cfc-39 dsbyg (h3),ykk,,"#3 coil, closed end, dsbyg slider",,,,back pocket zipper,1,none,0,ocean,orange,neon lime,none,none,none,0,1,,
320,five 12,w luna pant,please source,tba,,lace,,,,interior waistband,none,tba,none,ocean,orange,neon lime,none,none,none,0,1,,
321,five 12,w luna pant,ht-04,tba,,heat transfer,,,,front left waistband       ,1,tba,none,black,ocean,ebony,none,none,none,0,1,,
322,five 12,w luna pant,ht -14,none,,reflective heat transfer,,,,back waistband,none,none,none,reflective grey,reflective grey,reflective grey,none,none,none,0,1,,
323,five 12,w luna pant,five12-w-int-ht-l,tba,,main interior heat transfer label,,,,interior cb waistband   ,1,tba,none,x,x,x,none,none,none,0,1,,
324,five 12,w luna pant,tba,please source,,perforated care content label ,,,,left waistband seam  ,1,tba,none,white,white,white,none,none,none,0,1,,
325,five 12,w luna therma hoody,sck 2265 ice café,tba,,"shell fabric at hood, front and back body, sleeves, collar, rolled hem and cuffs",,,,none,none,tba,none,ocean,black,neon lime,navy,none,none,1,0,,
326,five 12,w luna therma hoody,sck 2265 ice café,tba,,shell fabric at underarm gussets,,,,none,none,tba,none,ocean,black,neon lime,navy,none,none,1,0,,
327,five 12,w luna therma hoody,contrast coverstitching,ns thread,,ns thread,,,,"armhole, underarm gussets, side seams",none,none,none,navy,black,ebony,navy,none,none,0,1,,
328,five 12,w luna therma hoody,cfc-39 dsbyg (h3),ykk,,"#3 coil, closed end, dsbyg slider",,,,cf half zipper,1,none,0,navy,ebony,neon lime,orange,none,none,0,1,,
329,five 12,w luna therma hoody,please source,tba,,lace,,,,hood adjustment,none,tba,none,navy,dark grey,dark grey,orange  ,none,none,0,1,,
330,five 12,w luna therma hoody,thread eyelet,coats,,sewn thread eyelets,,,,hood adjustment,2,none,none,ocean,black,neon lime,navy,none,none,0,1,,
331,five 12,w luna therma hoody,ht-03,tba,,heat transfer,,,,upper cb centered,1,tba,none,navy,neon lime,ebony,orange,none,none,0,1,,
332,five 12,w luna therma hoody,five12-w-int-ht-l,tba,,main interior heat transfer label,,,,interior cb neck          ,1,tba,none,x,x,x,x,none,none,0,1,,
333,five 12,w luna therma hoody,self fabric locker loop,tba,,self fabric locker loop use shell #1,,,,locker loop,1,tba,0,ocean,black,neon lime,navy,none,none,0,1,,
334,five 12,w luna therma hoody,tba,please source,,perforated care content label ,,,,left side seam,1,tba,none,white,white,white,white,none,none,0,1,,
335,five 12,w skaha training short,sck-464 ice café .,singtex,,"shell fabric at waistband and interior waistband, back pocket bag",,,,none,none,tba    ,none,orange,ebony,neon lime,ocean,none,none,1,0,,
336,five 12,w skaha training short,sw-8337 s café,singtex,,shell fabric and front and back legs,,,,none,none,tba    ,none,navy,black,ocean,ebony,none,none,1,0,,
337,five 12,w skaha training short,sw-8337 s café,singtex,,self fabric binding on hem and side seams,,,,none,none,tba    ,none,navy,black,ocean,ocean,none,none,1,0,,
338,five 12,w skaha training short,contrast stitching,coats,,3 rows of single needle,,,,below waistband,none,none,none,orange,neon lime,neon lime,ocean,none,none,0,1,,
339,five 12,w skaha training short,cfc-39 dsbyg (h3),ykk,,"#3 coil, closed end, dsbyg slider",,,,back pocket zipper,1,none,0,navy,neon lime,ocean,neon lime,none,none,0,1,,
340,five 12,w skaha training short,please source,tba,,lace,,,,interior waistband,none,none,none,navy,ocean,ocean,neon lime,none,none,0,1,,
341,five 12,w skaha training short,ht-04,tba,,heat transfer,,,,front left waistband       ,1,tba    ,none,18-1561,black,deep lime,deep ocean,none,none,0,1,,
342,five 12,w skaha training short,ht-14,tba,,reflective heat transfer,,,,back waistband center,1,tba    ,none,reflective grey,reflective grey,reflective grey,reflective grey,none,none,0,1,,
343,five 12,w skaha training short,five12-w-int-ht-l,tba,,main interior heat transfer label,,,,interior cb waistband   ,1,tba    ,none,x,x,x,x,none,none,0,1,,
344,five 12,w skaha training short,tba    ,please source,,perforated care content label ,,,,left waistband seam  ,1,tba    ,none,white,white,white,white,none,none,0,1,,
345,five 12,w tofino hoody ,sw -8337 s cafe,singtex,,"shell fabric at hood, front and back body, sleeves, hand pocket bags",,,,none,none,tba,none,ocean,black,navy,ebony,none,none,1,0,,
346,five 12,w tofino hoody ,sw -8337 s cafe,singtex,,shell fabric at underarms,,,,none,none,tba,none,ocean,ebony,navy,ebony,none,none,1,0,,
347,five 12,w tofino hoody ,sck-464 ice café,singtex,,fabric at internal hood face sheild,,,,none,none,tba,none,ocean,ebony,ocean,ocean,none,none,1,0,,
348,five 12,w tofino hoody ,sck-464 ice café,singtex,,self fabric binding at edge of face sheild,,,,none,none,tba,none,ocean,ebony,ocean,ocean,none,none,1,0,,
349,five 12,w tofino hoody ,cifor-39 dsbyg (h3),ykk,,"#3 coil, open end, right insert, dsbyg slider ",,,,cf zipper,1,none,0,ocean,black,navy,ocean,none,none,0,1,,
350,five 12,w tofino hoody ,cfc-39 dsbyg (h3),ykk,,"#3 coil, closed end, dsbyg slider",,,,hand pocket zippers,2,none,0,ocean,neon lime,ocean,ocean,none,none,0,1,,
351,five 12,w tofino hoody ,please source,tba,,"1/4"" elastic",,,,"cuffs, hem, cb hood, sides of hood",none,tba,yard,stock white,stock white,stock white,stock white,none,none,0,1,,
352,five 12,w tofino hoody ,ht-01,tba,,heat transfer,,,,bottom left under hand pocket,1,tba,none,ebony,reflective silver,ocean,ocean,none,none,0,1,,
353,five 12,w tofino hoody ,ht-02,tba,,reflective heat transfer,,,,back bottom center,1,tba,none,reflective silver,reflective silver,reflective silver,reflective silver,none,none,0,1,,
354,five 12,w tofino hoody ,ht-14,tba,,reflective heat transfer,,,,right bicep,none,none,none,reflective silver,reflective silver,reflective silver,reflective silver,none,none,0,1,,
355,five 12,w tofino hoody ,five12-w-int-ht-l,tba,,main interior heat transfer label,,,,interior cb neck          ,1,tba,none,x,x,x,x,none,none,0,1,,
356,five 12,w tofino hoody ,self fabric locker loop,singtex,,self fabric locker loop use shell #1,,,,locker loop,1,tba,0,ocean,black,navy,ebony,none,none,0,1,,
357,five 12,w tofino hoody ,tba,please source,,perforated care content label ,,,,left side seam,1,tba,none,white,white,white,white,none,none,0,1,,
358,five 12,"w xcell 3"" spandex short",sck-2265 ice café,singtex,,"shell fabric on full body, legs and gusset",,,,none,none,tba,none,navy,ocean,red,ebony,black,none,1,0,,
359,five 12,"w xcell 3"" spandex short",tonal flatlock stitching,ns thread,,ns thread  ,,,,"rise, gusset/inseam, rolled, hem",none,none,none,navy,ocean,neon lime,ebony,black,none,0,1,,
360,five 12,"w xcell 3"" spandex short",five12-elastic-01,please source    ,,"logo elastic 1.5""",,,,waistband,none,tba,none,orange,neon lime,ocean,ocean,ebony,none,0,1,,
361,five 12,"w xcell 3"" spandex short",five12-w-int-ht-l,tba,,main interior heat transfer label,,,,interior cb waistband   ,1,none,0,x,x,x,x,x,none,0,1,,
362,five 12,"w xcell 3"" spandex short",tba,please source,,perforated care content label ,,,,left waistband seam  ,1,none,0,white,white,white,white,white,none,0,1,,
363,five 12,w xcell long sleeve,sck-464 ice café,singtex,,"shell fabric at front and back body, sleeves, collar, interior collar, rolled hem and cuffs",,,,none,none,tba,none,orange,neon lime,ocean,black,navy,none,1,0,,
364,five 12,w xcell long sleeve,contrast coverstitching,ns thread,,ns thread,,,,"armholes, side seams, back seams",none,none,none,orange,neon lime,ocean,black,ocean,none,0,1,,
365,five 12,w xcell long sleeve,ht-14,tba,,reflectice heat transfer,,,,upper cb centered,1,tba,none,reflective silver,reflective silver,reflective silver,reflective silver,reflective silver,none,0,1,,
366,five 12,w xcell long sleeve,five12-w-int-ht-l,tba,,main interior heat transfer label,,,,interior cb neck          ,1,tba,none,x,x,x,x,x,none,0,1,,
367,five 12,w xcell long sleeve,tba,please source,,perforated care content label ,,,,left side seam,1,tba,none,white,white,white,white,white,none,0,1,,
368,blair,hyak hoody,340gms 80% cotton/20% polyester sweatshirt fabric,none,,"shell fabric at hood, front body, back body, sleeves, pocket
facing fabric at rolled facing at pocket edge",,,,none,none,none,none,use available color for proto,none,none,none,none,none,1,0,,
369,blair,hyak hoody,80% cotton/20% polyester rib knit sweatshirt fabric,none,,"shell fabric at collar, cuffs, hem",,,,none,none,none,none,use available color for proto,none,none,none,none,none,1,0,,
370,blair,hyak hoody,340gms 80% cotton/20% polyester sweatshirt fabric,none,,lining,,,,interior hood,none,none,none,use available color for proto,none,none,none,none,none,0,1,,
371,blair,hyak hoody,please source,none,,herringbone cotton webbing/tape,,,,interior back neckseam,none,none,0,use available for proto,none,none,none,none,none,0,1,,
372,blair,hyak hoody,please source,none,,"0.5"" flat drawcord (end is folded and stitched, no tips)",,,,front hood adjustment,none,none,0,use available for proto,none,none,none,none,none,0,1,,
373,blair,hyak hoody,please source,none,,"metal eyelet (opening is 0.375"")",,,,front hood adjustment drawcord exit,2,none,0,antique silver,none,none,none,none,none,0,1,,
374,blair,hyak hoody,please source,none,,interior main label,,,,interior back neck,none,none,none,use available for proto,none,none,none,none,none,0,1,,
375,blair,hyak hoody,please source,none,,care label,,,,interior left side seam,none,none,none,use available for proto,none,none,none,none,none,0,1,,
376,blair,hyak hoody,please source,none,,main hangtag,,,,tag pin inserted throught left underarm seam,none,none,none,use available for proto,none,none,none,none,none,0,1,,
377,blair,hyak crew sweatshirt,340gms 80% cotton/20% polyester sweatshirt fabric,none,,"shell fabric at front body, back body, sleeves ",,,,none,none,none,none,use available color for proto,none,none,none,none,none,1,0,,
378,blair,hyak crew sweatshirt,80% cotton/20% polyester rib knit sweatshirt fabric,none,,"shell fabric at collar, cuffs, hem ",,,,none,none,none,none,use available color for proto,none,none,none,none,none,1,0,,
379,blair,hyak crew sweatshirt,please source,none,,herringbone cotton webbing/tape,,,,interior back neckseam,none,none,0,use available for proto,none,none,none,none,none,0,1,,
380,blair,hyak crew sweatshirt,please source,none,,interior main label,,,,interior back neck,none,none,none,use available for proto,none,none,none,none,none,0,1,,
381,blair,hyak crew sweatshirt,please source,none,,care label,,,,interior left side seam,none,none,none,use available for proto,none,none,none,none,none,0,1,,
382,blair,hyak crew sweatshirt,please source,none,,main hangtag,,,,tag pin inserted throught left underarm seam,none,none,none,use available for proto,none,none,none,none,none,0,1,,
383,blair,hyak full zip hoody,340gms 80% cotton/20% polyester sweatshirt fabric,none,,"shell fabric at hood, front body, back body, sleeves, pockets
facing fabric at cf interior facing, rolled facing at pocket edge",,,,none,none,none,none,use available color for proto,none,none,none,none,none,1,0,,
384,blair,hyak full zip hoody,80% cotton/20% polyester rib knit sweatshirt fabric,none,,"shell fabric at collar, cuffs, hem",,,,none,none,none,none,use available color for proto,none,none,none,none,none,1,0,,
385,blair,hyak full zip hoody,340gms 80% cotton/20% polyester sweatshirt fabric,none,,lining,,,,interior hood,none,none,none,use available color for proto,none,none,none,none,none,0,1,,
386,blair,hyak full zip hoody,vsol-56 da8lh1 (e),ykk,,"#5 vislon, open end left insert, da8lh1",,,,cf zipper,1,none,0,use available for proto,none,none,none,none,none,0,1,,
387,blair,hyak full zip hoody,please source,none,,herringbone cotton webbing/tape,,,,interior back neckseam,none,none,0,use available for proto,none,none,none,none,none,0,1,,
388,blair,hyak full zip hoody,please source,none,,"0.5"" flat drawcord (end is folded and stitched, no tips)",,,,front hood adjustment,none,none,0,use available for proto,none,none,none,none,none,0,1,,
389,blair,hyak full zip hoody,please source,none,,"metal eyelet (opening is 0.375"")",,,,front hood adjustment drawcord exit,2,none,0,antique silver,none,none,none,none,none,0,1,,
390,blair,hyak full zip hoody,please source,none,,interior main label,,,,interior back neck,none,none,none,use available for proto,none,none,none,none,none,0,1,,
391,blair,hyak full zip hoody,please source,none,,care label,,,,interior left side seam,none,none,none,use available for proto,none,none,none,none,none,0,1,,
392,blair,hyak full zip hoody,please source,none,,main hangtag,,,,tag pin inserted throught left underarm seam,none,none,none,use available for proto,none,none,none,none,none,0,1,,
0,sierradesigns,#228184,fabric,apex,fn6039xdwr,"20d x 30d 90% nylon, 10% spandex, plain weave, 56g/m2, cire finish, dwr finish",,,,main body - shell a,none,3.95,,pompeian 18-1658 tcx,military olive 19-0622 tcx,navy 19-3920 tcx,asphalt 19-0201 tcx,none,,1,0,,
1,sierradesigns,#228184,fabric,seabreezs,sbk11236e,"43% cd polyester; 57% polyester, 75d jersey knit, 152g/m2, peached back, wicking finish",,,,main body - shell b - ship shell b side out,none,2.68,,"asphalt 19-0201 tcx
/gray 18-0000 tcx",military olive 19-0622 tcx/ dijon 17-1125 tcx,true blue 19-4057 tcx / gray 18-0000 tcx,"asphalt 19-0201 tcx
/gray 18-0000 tcx",none,,1,0,,
2,sierradesigns,#228184,fabric,apex,fn6039xdwr,"20d x 30d 90% nylon, 10% spandex, plain weave, 56g/m2, cire finish, dwr finish",,,,pocket on shell b,none,3.95,,asphalt 19-0201 tcx,military olive 19-0622 tcx,asphalt 19-0201 tcx,asphalt 19-0201 tcx,none,,1,0,,
3,sierradesigns,#228184,fabric,seabreezs,lfc2683bqd,"75% polyester, 25% spandex, knit, one side brush, 225g/m2",,,,"cuff, sweep, and shell b cf waist panel",none,4.95,,asphalt 19-0201 tcx,asphalt 19-0201 tcx,asphalt 19-0201 tcx,asphalt 19-0201 tcx,none,,1,0,,
4,sierradesigns,#228184,fabric,local,none,"interfacing, 100% polyester, non-woven, fusible",,,,"collar, plackets, kissing welt, shell a interior pocket facing, and shell b cf lyrcra waist panel",none,none,,,,,,none,,1,0,,
5,sierradesigns,#228184,trims,ykk,none,"#5 coil zipper, separating, du slider, right slider, left insert, water r finish, metal pin box, pin",,,,center front closure,1,none,,ykk 306,ykk 242,ykk 317,ykk 306,none,,0,1,,
6,sierradesigns,#228184,trims,ykk,none,"#3 reverse coil zipper, closed end, dablh slider",,,,hand pockets. shell a only,2,none,,ykk 140,ykk 242,ykk 233,ykk 306,none,,0,1,,
7,sierradesigns,#228184,trims,ykk,none,"#3 reverse coil zipper, closed end, dablh slider",,,,shell a - chest pockets,2,none,,ykk 140,ykk 242,ykk 233,ykk 306,none,,0,1,,
8,sierradesigns,#228184,trims,chun wo ho,m1200814,"suede logo zipper pull, 9mmx72mm",,,,cf zipper pull,1,0.23,,"suede color 32, print color asphalt 19-0201 tcx","suede color 32, print color asphalt 19-0201 tcx","suede color 32, print color asphalt 19-0201 tcx","suede color 32, print color asphalt 19-0201 tcx",none,,0,1,,
9,sierradesigns,#228184,trims,clotex,sd-logo-wo-base-l,"large logo patch - woven background, woven logo",,,,wearer's left bicep - both sides of garment.,2,0.13,,asphalt / gray,asphalt / gray,asphalt / gray,asphalt / gray,none,,0,1,,
10,sierradesigns,#228184,trims,local,none,thread,,,,shell b - bartacks,none,none,,pompeian 18-1658 tcx,dijon 17-1125 tcx,navy 19-3920 tcx,military olive 19-0622 tcx,none,,0,1,,
11,sierradesigns,#228184,trims,local,none,thread,,,,shell a,none,none,,pompeian 18-1658 tcx,military olive 19-622 tcx,navy 19-3920 tcx,asphalt 19-0201 tcx,none,,0,1,,
12,sierradesigns,#228184,trims,local,none,thread,,,,shell b,none,none,,gray 18-0000 tcx,dijon 17-1125 tcx,true blue 19-4057 tcx,military olive 19-0622 tcx,none,,0,1,,
13,sierradesigns,#228184,trims,"kwong tai (hk)
industrial ltd.",kt-ad-004/m02,"3.5mm, 2-color, cording; with metal cord ends",,,,hood adjustment,none,none,,asphalt 19-0201 tcx / gray 18-0000 tcx,asphalt 19-0201 tcx / gray 18-0000 tcx,asphalt 19-0201 tcx / gray 18-0000 tcx,asphalt 19-0201 tcx / gray 18-0000 tcx,none,,0,1,,
14,sierradesigns,#228184,trims,trims service,rl-sd-u060501,"1mm thick hypalon, 2-hole cord adjuster, 3mm hole size",,,,hood adjustment - shell b side only.,none,none,,black 19-0303 tcx,black 19-0303 tcx,black 19-0303 tcx,black 19-0303 tcx,none,,0,1,,
15,sierradesigns,#228184,trims,nexgen,ar-sd-ml02,"main, woven label",,,,interior hand pocket. wearer's right on shell b.,1,none,,multi,multi,multi,multi,none,,0,1,,
16,sierradesigns,#228184,trims,local,none,"satin care/content label: all information must be translated into english, french, and spanish. must include international care symbols.",,,,below main label. interior hand pocket. wearer's right on shell b.,1,none,,grey satin,grey satin,grey satin,grey satin,none,,0,1,,
17,sierradesigns,#228184,trims,local,none,drawcord warning label.,,,,behind care/content label. sizes xs and s only.,1,none,,white with black lettering,white with black lettering,white with black lettering,white with black lettering,none,,0,1,,
18,sierradesigns,#228184,packaging,nexgen,ar-f15-mohn,label/hangtag -- contains coo and size.,,,,shell a -interior cb neck,1,0.12,,multi,multi,multi,multi,none,,0,1,,
19,sierradesigns,#228184,packaging,nexgen,ar-sd206moh-ht,main hangtag,,,,shell b-cf zipper pull,1,0.24,,multi,multi,multi,multi,none,,0,1,,
20,sierradesigns,#228184,packaging,nexgen,ar-sd206moh-ct,callout hangtag,,,,shell b- tbd,1,0.12,,multi,multi,multi,multi,none,,0,1,,
21,sierradesigns,#228184,packaging,local,none,polybag,,,,packaging,1,none,,clear,clear,clear,clear,none,,0,1,,
22,sierradesigns,#228184,packaging,local,none,upc sticker w/gcc info & msrp information,,,,"back of hang tag, polybag",2,none,,multi,multi,multi,multi,none,,0,1,,
23,sierradesigns,#334183,fabric,apex,fn6039xdwr,"20d x 30d 90% nylon, 10%
spandex, plain weave, 56g/m2, cire finish, dwr finish",,,,main body - shell a - color 1 (used on shell a side of garment.),none,3.95,,"rococco red 18-
1652 tcx",none,blue wing teal 19- 4121 tcx,"prairie sand 16-
1326 tcx",black 19-0303 tcx,,1,0,,
24,sierradesigns,#334183,fabric,seabreezs,sbk11236e,"43% cd polyester; 57% polyester, 75d jersey knit, 152g/m2, wicking finish",,,,main body - shell b,none,2.68,,"asphalt 19-0201 tcx
/gray 18-0000 tcx",none,cool blue 14-4317 tcx / white,"military olive 19-
0622 tcx/ dijon 17-
1125 tcx","potent purple 19-
2520 tcx",,1,0,,
25,sierradesigns,#334183,fabric,apex,fn6039xdwr,"20d x 30d 90% nylon, 10%
spandex, plain weave, 56g/m2, cire finish, dwr finish",,,,shell a - color 2. (used on shell b side for pocketing).,none,3.95,,asphalt 19-0201 tcx,none,blue wing teal 19- 4121 tcx,"military olive 19-
0622 tcx",asphalt 19-0201 tcx,,1,0,,
26,sierradesigns,#334183,fabric,seabreezs,lfc2683bqd,"75% polyester, 25% spandex, knit, one side brush, 225g/m2",,,,"shell c - cuff, sweep, and shell b cf waist panel",none,4.95,,asphalt 19-0201 tcx,none,asphalt 19-0201 tcx,asphalt 19-0201 tcx,asphalt 19-0201 tcx,,1,0,,
27,sierradesigns,#334183,fabric,local,none,"interfacing, 100% polyester, non- woven, fusible",,,,"collar, plackets, kissing welt, shell a interior pocket facing, and shell b cf lyrcra waist panel",none,none,,,none,,,,,1,0,,
28,sierradesigns,#334183,trims,ykk,none,"#5 coil zipper, separating, du slider, right insert (left slider), water-r finish, metal pinbox, pin",,,,cf zipper. (shell b is the primary side of the garment.),1,none,,ykk 306,none,ykk 143,ykk 242,ykk 254,,0,1,,
29,sierradesigns,#334183,trims,ykk,none,"#3 conceal zipper, closed end, dadr2a slider",,,,chest pocket - shell a side only,1,none,,ykk 519,none,ykk 074,ykk 893,ykk 580,,0,1,,
30,sierradesigns,#334183,trims,ykk,none,"#3 reverse coil zipper, closed end, dablh slider",,,,hand pockets - shell a side only,2,none,,ykk 519,none,ykk 074,ykk 893,ykk 580,,0,1,,
31,sierradesigns,#334183,trims,chun wo ho,m1200814,"suede logo zipper pull, 9mmx72mm",,,,center front zipper,1,0.23,,"suede color 41, print color asphalt 19-0201 tcx",none,"suede color 41, print color asphalt 19-0201 tcx","suede color 41, print color asphalt 19-0201 tcx","suede color 41, print color
asphalt 19-
0201 tcx",,0,1,,
32,sierradesigns,#334183,trims,"kwong tai (hk)
industrial ltd.",kt-ad-004/m02,"3.5mm, 2-color, cording; with metal cord ends",,,,hood adjustment,none,none,,"asphalt 19-0201 tcx
/ gray 18-0000 tcx cord ends:",none,"asphalt 19-0201 tcx
/ gray 18-0000 tcx","asphalt 19-0201 tcx
/ gray 18-0000 tcx",asphalt 19-0201 tcx / gray 18- 0000 tcx,,0,1,,
33,sierradesigns,#334183,trims,trims service,rl-sd-u060501,"1mm thick hypalon, 2-hole cord adjuster, 3mm hole size",,,,hood adjustment - shell b side only.,none,none,,black,none,black,black,black,,0,1,,
34,sierradesigns,#334183,trims,local,none,thread,,,,shell a,none,none,,"roccoco red 18-
1652 tcx",none,blue wing teal 19- 4121 tcx,"prairie sand 16-
1326 tcx",black 19-0303 tcx,,0,1,,
35,sierradesigns,#334183,trims,local,none,thread,,,,shell b,none,none,,gray 18-0000 tcx,none,cool blue 14-4317 tcx,"military olive 19-
0622 tcx",purple 19-2520 tcx,,0,1,,
36,sierradesigns,#334183,trims,local,none,embroidered logo,,,,shell a - wearer's left wrist,none,none,,6268 - gray,none,6268 - gray,6268 - gray,6268 - gray,,0,1,,
37,sierradesigns,#334183,trims,clotex,sd-logo-wo- base-s,"small logo patch - woven background, woven logo",,,,wearer's left wrist - both sides of garment,2,0.11,,asphalt/gray,none,asphalt/gray,asphalt/gray,asphalt/gray,,0,1,,
38,sierradesigns,#334183,trims,local,none,thread,,,,shell b - bartacks,none,none,,asphalt 19-0201 tcx,none,blue wing teal 19- 4121 tcx,asphalt 19-0201 tcx,asphalt 19-0201 tcx,,0,1,,
39,sierradesigns,#334183,trims,nexgen,ar-sd-ml02,"main, woven label, large",,,,interior hand pocket. wearer's right on shell b.,1,none,,gray 18-0000 tcx,none,gray 18-0000 tcx,gray 18-0000 tcx,gray 18-0000 tcx,,0,1,,
40,sierradesigns,#334183,trims,local,none,"satin care/content label: all information must be translated into english, french, and spanish. must include international care symbols.",,,,below main label. interior hand pocket. wearer's right on shell b.,1,none,,grey satin,none,grey satin,grey satin,grey satin,,0,1,,
41,sierradesigns,#334183,trims,local,none,drawcord warning label.,,,,behind care/content label. sizes xs and s only.,1,none,,white with black lettering,none,white with black lettering,white with black lettering,white with black lettering,,0,1,,
42,sierradesigns,#334183,packaging,nexgen,none,label/hangtag -- contains coo and size.,,,,"interior center back neck (shell a)
- english faces outward.",1,0.12,,multi,none,multi,multi,multi,,0,1,,
43,sierradesigns,#334183,packaging,nexgen,none,main hangtag,,,,shell b side- cf zipper pull,1,0.24,,multi,none,multi,multi,multi,,0,1,,
44,sierradesigns,#334183,packaging,nexgen,none,callout hangtag,,,,shell b- tbd,1,0.12,,multi,none,multi,multi,multi,,0,1,,
45,sierradesigns,#334183,packaging,local,none,polybag,,,,packaging,1,none,,clear,none,clear,clear,clear,,0,1,,
46,sierradesigns,#334183,packaging,local,none,upc sticker w/gcc info & msrp information,,,,"back of hang tag, polybag",2,none,,white with black font,none,white with black font,white with black font,white with black font,,0,1,,
0,#776,ra mens puffer vest spec copy,body fabric,,,using sotl072-r01 main fabric,,,,body,na,,,pantone 5535c,pantone 2767c,none,,,,1,0,,
1,#776,ra mens puffer vest spec copy,binding ,,,as per mens puffer vest sample,,,,"cuff, hem",na,,,pantone 5535c,pantone 2767c,none,,,,1,0,,
2,#776,ra mens puffer vest spec copy,thread,,,as per mens puffer vest sample,,,,all over,na,,,d.t.m pantone 5535c,d.t.m pantone 2767c,none,,,,0,1,,
3,#776,ra mens puffer vest spec copy,centre front zip ,,,as per mens puffer vest sample,,,,centre front,x1,,,d.t.m pantone 5535c,pantone 2767c,none,,,,0,1,,
4,#776,ra mens puffer vest spec copy,print 1,,,silver reflective print - as per artsheet,,,,right side panel above hem & cb collar,x2,,,as per art sheet,as per art sheet,none,,,,0,1,,
5,#776,ra mens puffer vest spec copy,print 2,,,thin plastisol ink- as per art sheet,,,,front left chest as per art sheet,x1,,,as per art sheet,as per art sheet,none,,,,0,1,,
